kind,qa_path,user,trial,action,unit_dir,f0,f1,nf,t0,t1,fps
train_hau,HAU/user7/1-1-3,user7,1-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/1-1-3",29.0,201.0,173.0,16135347.816,16135365.016,9.99999999935024
train_hau,HAU/user7/1-2-1,user7,1-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/1-2-1",17.0,243.0,227.0,16056563.616,16056586.216,10.000000000164835
train_hau,HAU/user7/1-2-2,user7,1-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/1-2-2",11.0,135.0,125.0,16056694.016,16056706.416,10.000000001201707
train_hau,HAU/user7/1-2-3,user7,1-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/1-2-3",14.0,186.0,173.0,16056794.316,16056811.516,9.99999999935024
train_hau,HAU/user7/2-1-1,user7,2-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/2-1-1",28.0,259.0,232.0,16204142.716,16204165.816,10.000000000161268
train_hau,HAU/user7/2-1-2,user7,2-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/2-1-2",16.0,232.0,217.0,16204230.516,16204252.116,10.000000000172466
train_hau,HAU/user7/2-1-3,user7,2-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/2-1-3",25.0,172.0,148.0,16204351.416,16204366.116,9.999999999239737
train_hau,HAU/user7/2-2-1,user7,2-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/2-2-1",20.0,268.0,249.0,16057061.916,16057086.716,9.999999999699574
train_hau,HAU/user7/2-2-2,user7,2-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/2-2-2",9.0,211.0,203.0,16057264.816,16057285.016,9.99999999944674
train_hau,HAU/user7/2-2-3,user7,2-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/2-2-3",14.0,163.0,150.0,16057417.316,16057432.216,9.999999999749981
train_hau,HAU/user7/3-1-1,user7,3-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/3-1-1",13.0,242.0,230.0,16057676.216,16057699.116,9.999999999837323
train_hau,HAU/user7/3-1-2,user7,3-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/3-1-2",1.0,185.0,185.0,16057771.016,16057789.416,10.000000000809846
train_hau,HAU/user7/3-1-3,user7,3-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/3-1-3",10.0,131.0,122.0,16057858.916,16057871.016,9.9999999987685
train_hau,HAU/user7/3-2-1,user7,3-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/3-2-1",5.0,170.0,166.0,16204441.416,16204457.916,10.0
train_hau,HAU/user7/3-2-2,user7,3-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/3-2-2",6.0,155.0,150.0,16204519.516,16204534.416,10.000000001000078
train_hau,HAU/user7/3-2-3,user7,3-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/3-2-3",19.0,96.0,78.0,16204580.816,16204588.516,9.999999998548589
train_hau,HAU/user7/3-3-1,user7,3-3-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/3-3-1",10.0,101.0,92.0,16058410.916,16058420.016,9.99999999836251
train_hau,HAU/user7/3-3-3,user7,3-3-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/3-3-3",16.0,78.0,63.0,16058587.516,16058593.716,10.000000001201707
train_hau,HAU/user7/4-1-1,user7,4-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/4-1-1",15.0,350.0,336.0,16125121.416,16125154.916,10.0
train_hau,HAU/user7/4-1-2,user7,4-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/4-1-2",10.0,256.0,247.0,16125256.916,16125281.516,9.999999999394262
train_hau,HAU/user7/4-1-3,user7,4-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/4-1-3",17.0,210.0,194.0,16125409.616,16125428.916,10.00000000057906
train_hau,HAU/user7/5-1-1,user7,5-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/5-1-1",29.0,163.0,135.0,16058706.816,16058720.216,9.999999999721993
train_hau,HAU/user7/5-1-2,user7,5-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/5-1-2",13.0,156.0,144.0,16058800.216,16058814.516,9.99999999947898
train_hau,HAU/user7/5-1-3,user7,5-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/5-1-3",1.0,85.0,85.0,16058888.016,16058896.416,10.000000001773948
train_hau,HAU/user7/5-2-1,user7,5-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/5-2-1",17.0,176.0,160.0,16204650.616,16204666.516,9.999999999765706
train_hau,HAU/user7/5-2-2,user7,5-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/5-2-2",21.0,170.0,150.0,16204708.016,16204722.916,10.000000001000078
train_hau,HAU/user7/5-2-3,user7,5-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/5-2-3",18.0,87.0,70.0,16204776.716,16204783.616,9.999999999460103
train_hau,HAU/user7/5-3-1,user7,5-3-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/5-3-1",19.0,161.0,143.0,16059155.816,16059170.016,9.999999999212967
train_hau,HAU/user7/5-3-2,user7,5-3-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/5-3-2",17.0,121.0,105.0,16059239.616,16059250.016,9.9999999996418
train_hau,HAU/user7/5-3-3,user7,5-3-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/5-3-3",12.0,83.0,72.0,16059313.116,16059320.216,10.00000000052469
train_hau,HAU/user7/6-1-1,user7,6-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/6-1-1",21.0,155.0,135.0,16125571.016,16125584.416,10.000000001112028
train_hau,HAU/user7/6-1-2,user7,6-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/6-1-2",20.0,204.0,185.0,16125663.916,16125682.316,9.999999999797538
train_hau,HAU/user7/6-1-3,user7,6-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/6-1-3",19.0,106.0,88.0,16125840.816,16125849.516,9.999999998715417
train_hau,HAU/user7/6-2-1,user7,6-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/6-2-1",20.0,97.0,78.0,16125978.916,16125986.616,9.999999998548589
train_hau,HAU/user7/6-2-2,user7,6-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/6-2-2",15.0,77.0,63.0,16126062.416,16126068.616,9.99999999819744
train_hau,HAU/user7/6-2-3,user7,6-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/6-2-3",11.0,61.0,51.0,16126153.016,16126158.016,10.0
train_hau,HAU/user7/6-3-1,user7,6-3-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/6-3-1",24.0,129.0,106.0,16059523.316,16059533.816,10.0
train_hau,HAU/user7/6-3-3,user7,6-3-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/6-3-3",36.0,114.0,79.0,16059671.516,16059679.316,10.000000001432804
train_hau,HAU/user7/7-1-1,user7,7-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/7-1-1",18.0,169.0,152.0,16126270.716,16126285.816,10.000000000246708
train_hau,HAU/user7/7-1-2,user7,7-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/7-1-2",12.0,135.0,124.0,16126361.116,16126373.416,10.000000000908607
train_hau,HAU/user7/7-1-3,user7,7-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/7-1-3",25.0,113.0,89.0,16126497.416,16126506.216,9.999999999153344
train_hau,HAU/user7/7-2-1,user7,7-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/7-2-1",19.0,175.0,157.0,16204855.816,16204871.416,10.000000000238801
train_hau,HAU/user7/7-2-2,user7,7-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/7-2-2",17.0,120.0,104.0,16204928.616,16204938.916,10.000000001085036
train_hau,HAU/user7/7-2-3,user7,7-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user7/7-2-3",16.0,79.0,64.0,16204984.516,16204990.816,10.000000001773948
train_hau,HAU/user8/1-1-1,user8,1-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/1-1-1",10.0,107.0,98.0,16135580.916,16135590.616,9.999999998847848
train_hau,HAU/user8/1-1-2,user8,1-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/1-1-2",17.0,95.0,79.0,16135651.616,16135659.416,10.000000001432804
train_hau,HAU/user8/1-1-3,user8,1-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/1-1-3",10.0,84.0,75.0,16135746.916,16135754.316,9.999999999496582
train_hau,HAU/user8/1-2-1,user8,1-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/1-2-1",12.0,292.0,281.0,16060297.116,16060325.116,10.0
train_hau,HAU/user8/1-2-2,user8,1-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/1-2-2",28.0,183.0,156.0,16060381.716,16060397.216,10.0
train_hau,HAU/user8/1-2-3,user8,1-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/1-2-3",30.0,342.0,313.0,16060460.916,16060492.116,9.9999999996418
train_hau,HAU/user8/2-1-1,user8,2-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/2-1-1",16.0,316.0,301.0,16060618.516,16060648.516,10.0
train_hau,HAU/user8/2-1-2,user8,2-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/2-1-2",15.0,295.0,281.0,16060752.416,16060780.416,10.0
train_hau,HAU/user8/2-1-3,user8,2-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/2-1-3",31.0,181.0,151.0,16060983.016,16060998.016,10.0
train_hau,HAU/user8/2-2-1,user8,2-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/2-2-1",31.0,79.0,49.0,16208094.016,16208098.816,10.000000002328306
train_hau,HAU/user8/2-2-2,user8,2-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/2-2-2",34.0,79.0,46.0,16208233.316,16208237.816,10.0
train_hau,HAU/user8/2-2-3,user8,2-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/2-2-3",33.0,66.0,34.0,16208300.216,16208303.516,9.999999997742249
train_hau,HAU/user8/3-1-1,user8,3-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/3-1-1",21.0,251.0,231.0,16061132.016,16061155.016,10.0
train_hau,HAU/user8/3-1-2,user8,3-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/3-1-2",1.0,94.0,94.0,16061276.016,16061285.316,10.000000001201707
train_hau,HAU/user8/3-1-3,user8,3-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/3-1-3",10.0,159.0,150.0,16061390.916,16061405.816,9.999999999749981
train_hau,HAU/user8/3-2-1,user8,3-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/3-2-1",19.0,192.0,174.0,16208451.816,16208469.116,9.999999999569331
train_hau,HAU/user8/3-2-2,user8,3-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/3-2-2",30.0,177.0,148.0,16208516.916,16208531.616,9.999999999239737
train_hau,HAU/user8/3-2-3,user8,3-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/3-2-3",22.0,166.0,145.0,16208594.116,16208608.516,9.999999999741298
train_hau,HAU/user8/3-3-1,user8,3-3-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/3-3-1",26.0,107.0,82.0,16062045.516,16062053.616,10.000000000459913
train_hau,HAU/user8/3-3-2,user8,3-3-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/3-3-2",21.0,53.0,33.0,16062157.016,16062160.216,10.000000002328306
train_hau,HAU/user8/3-3-3,user8,3-3-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/3-3-3",13.0,62.0,50.0,16062216.216,16062221.116,9.999999999239737
train_hau,HAU/user8/4-1-1,user8,4-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/4-1-1",12.0,210.0,199.0,16127925.116,16127944.916,10.000000000564437
train_hau,HAU/user8/4-1-2,user8,4-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/4-1-2",19.0,183.0,165.0,16128052.816,16128069.216,9.999999999772848
train_hau,HAU/user8/4-1-3,user8,4-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/4-1-3",18.0,217.0,200.0,16128129.716,16128149.616,9.999999999812799
train_hau,HAU/user8/4-2-1,user8,4-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/4-2-1",48.0,213.0,166.0,16208762.716,16208779.216,10.0
train_hau,HAU/user8/4-2-2,user8,4-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/4-2-2",28.0,102.0,75.0,16208842.716,16208850.116,9.999999999496582
train_hau,HAU/user8/4-2-3,user8,4-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/4-2-3",37.0,169.0,133.0,16208927.616,16208940.816,10.000000000564437
train_hau,HAU/user8/5-1-1,user8,5-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/5-1-1",11.0,271.0,261.0,16062342.016,16062368.016,10.0
train_hau,HAU/user8/5-1-2,user8,5-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/5-1-2",10.0,209.0,200.0,16062443.916,16062463.816,9.999999999812799
train_hau,HAU/user8/5-1-3,user8,5-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/5-1-3",13.0,169.0,157.0,16062535.216,16062550.816,10.000000000238801
train_hau,HAU/user8/6-1-1,user8,6-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/6-1-1",18.0,290.0,273.0,16128509.716,16128536.916,10.000000000273918
train_hau,HAU/user8/6-1-2,user8,6-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/6-1-2",16.0,220.0,205.0,16128598.516,16128618.916,10.000000000730449
train_hau,HAU/user8/6-1-3,user8,6-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/6-1-3",21.0,208.0,188.0,16128678.016,16128696.716,10.000000000398426
train_hau,HAU/user8/6-2-1,user8,6-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/6-2-1",28.0,463.0,436.0,16062738.716,16062782.216,10.0
train_hau,HAU/user8/6-2-2,user8,6-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/6-2-2",29.0,279.0,251.0,16062876.816,16062901.816,10.0
train_hau,HAU/user8/6-2-3,user8,6-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/6-2-3",34.0,391.0,358.0,16062991.316,16063027.016,9.99999999968695
train_hau,HAU/user8/7-1-1,user8,7-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/7-1-1",29.0,410.0,382.0,16136335.816,16136373.916,10.000000000097776
train_hau,HAU/user8/7-1-2,user8,7-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/7-1-2",10.0,386.0,377.0,16136213.916,16136251.516,9.999999999603693
train_hau,HAU/user8/7-1-3,user8,7-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/7-1-3",11.0,230.0,220.0,16136448.016,16136469.916,10.000000000680418
train_hau,HAU/user8/7-2-1,user8,7-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/7-2-1",20.0,257.0,238.0,16209100.916,16209124.616,9.999999999528445
train_hau,HAU/user8/7-2-2,user8,7-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/7-2-2",29.0,192.0,164.0,16209173.816,16209190.116,9.99999999954291
train_hau,HAU/user8/7-2-3,user8,7-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user8/7-2-3",15.0,133.0,119.0,16209234.416,16209246.216,9.999999999368596
train_hau,HAU/user9/1-1-1,user9,1-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/1-1-1",19.0,275.0,257.0,16136787.816,16136813.416,10.00000000014552
train_hau,HAU/user9/1-1-2,user9,1-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/1-1-2",17.0,166.0,150.0,16136876.616,16136891.516,9.999999999749981
train_hau,HAU/user9/1-1-3,user9,1-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/1-1-3",9.0,231.0,223.0,16136972.816,16136995.016,9.999999999496582
train_hau,HAU/user9/1-2-1,user9,1-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/1-2-1",28.0,147.0,120.0,16129522.716,16129534.616,9.99999999968695
train_hau,HAU/user9/1-2-2,user9,1-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/1-2-2",16.0,91.0,76.0,16129677.516,16129685.016,10.0
train_hau,HAU/user9/1-2-3,user9,1-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/1-2-3",24.0,120.0,97.0,16129775.316,16129784.916,10.00000000038805
train_hau,HAU/user9/2-1-1,user9,2-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/2-1-1",21.0,175.0,155.0,16209623.016,16209638.416,10.000000000967608
train_hau,HAU/user9/2-1-2,user9,2-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/2-1-2",12.0,155.0,144.0,16209692.116,16209706.416,10.00000000078153
train_hau,HAU/user9/2-1-3,user9,2-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/2-1-3",23.0,110.0,88.0,16209759.216,16209767.916,10.000000000856389
train_hau,HAU/user9/2-2-1,user9,2-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/2-2-1",28.0,103.0,76.0,16130039.716,16130047.216,10.0
train_hau,HAU/user9/2-2-2,user9,2-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/2-2-2",17.0,90.0,74.0,16130143.616,16130150.916,10.00000000153094
train_hau,HAU/user9/2-2-3,user9,2-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/2-2-3",9.0,64.0,56.0,16130255.816,16130261.316,10.0
train_hau,HAU/user9/2-3-1,user9,2-3-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/2-3-1",25.0,122.0,98.0,16209835.416,16209845.116,9.999999998847848
train_hau,HAU/user9/2-3-2,user9,2-3-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/2-3-2",21.0,100.0,80.0,16209910.016,16209917.916,10.000000001886223
train_hau,HAU/user9/2-3-3,user9,2-3-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/2-3-3",17.0,88.0,72.0,16209965.616,16209972.716,10.00000000052469
train_hau,HAU/user9/3-1-1,user9,3-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/3-1-1",11.0,163.0,153.0,16104971.016,16104986.216,10.00000000049017
train_hau,HAU/user9/3-1-2,user9,3-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/3-1-2",15.0,122.0,108.0,16105288.416,16105299.116,9.999999998955525
train_hau,HAU/user9/3-1-3,user9,3-1-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/3-1-3",12.0,93.0,82.0,16105466.116,16105474.216,10.000000000459913
train_hau,HAU/user9/3-2-1,user9,3-2-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/3-2-1",24.0,199.0,176.0,16210051.316,16210068.816,10.0
train_hau,HAU/user9/3-2-2,user9,3-2-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/3-2-2",18.0,148.0,131.0,16210124.716,16210137.716,10.0
train_hau,HAU/user9/3-2-3,user9,3-2-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/3-2-3",22.0,111.0,90.0,16210180.116,16210189.016,9.999999999581428
train_hau,HAU/user9/3-3-1,user9,3-3-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/3-3-1",12.0,365.0,354.0,16105700.116,16105735.416,10.000000000316597
train_hau,HAU/user9/3-3-2,user9,3-3-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/3-3-2",9.0,328.0,320.0,16106034.816,16106066.716,9.99999999988322
train_hau,HAU/user9/3-3-3,user9,3-3-3,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/3-3-3",11.0,272.0,262.0,16106159.016,16106185.116,10.000000000142732
train_hau,HAU/user9/4-1-1,user9,4-1-1,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/4-1-1",14.0,149.0,136.0,16130864.316,16130877.816,10.0
train_hau,HAU/user9/4-1-2,user9,4-1-2,,"/home/fluxx/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user9/4-1-2",21.0,145.0,125.0,16130968.016,16130980.416,10.000000001201707
