session,user,aa,bb,cc,action,harn_folder,manner_label,manner_group,parent_qa_path,parent_unit_dir,parent_f0,parent_f1,parent_t0,parent_t1,seg_f0,seg_f1,seg_t0,seg_t1,n_sibling_trials_with_action,evidence_source
user2|1|2,user2,1,2,2,Grabbing utensils,8_Take_and_use_tableware,Steadily,NEUT,HAU/user2/1-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/1-2-2",14.0,201.0,14144584.316,14144603.016,113.0,142.0,14144594.216,14144597.116,3,harn_anchored
user2|1|2,user2,1,2,3,Grabbing utensils,8_Take_and_use_tableware,Rapidly,FAST,HAU/user2/1-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/1-2-3",20.0,150.0,14144697.916,14144710.916,88.0,108.0,14144704.716,14144706.716,3,harn_anchored
user2|2|1,user2,2,1,1,Walking,36_Walk,Carefully,CARE,HAU/user2/2-1-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-1",21.0,400.0,14144879.016,14144916.916,22.0,49.0,14144879.116,14144881.816,3,harn_anchored
user2|2|1,user2,2,1,2,Walking,36_Walk,Calmly,SLOW,HAU/user2/2-1-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-2",19.0,355.0,14145009.816,14145043.416,19.0,48.0,14145009.816,14145012.716,3,harn_anchored
user2|2|1,user2,2,1,3,Walking,36_Walk,Quickly,FAST,HAU/user2/2-1-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-3",12.0,194.0,14145111.116,14145129.316,12.0,25.0,14145111.116,14145112.416,3,harn_anchored
user2|2|1,user2,2,1,1,Drinking,6_Drink_water,Carefully,CARE,HAU/user2/2-1-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-1",21.0,400.0,14144879.016,14144916.916,386.0,400.0,14144915.516,14144916.916,3,harn_anchored
user2|2|1,user2,2,1,2,Drinking,6_Drink_water,Calmly,SLOW,HAU/user2/2-1-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-2",19.0,355.0,14145009.816,14145043.416,336.0,354.0,14145041.516,14145043.316,3,harn_anchored
user2|2|1,user2,2,1,3,Drinking,6_Drink_water,Quickly,FAST,HAU/user2/2-1-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-3",12.0,194.0,14145111.116,14145129.316,175.0,193.0,14145127.416,14145129.216,3,harn_anchored
user2|2|1,user2,2,1,1,Eating,7_Eat_food,Carefully,CARE,HAU/user2/2-1-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-1",21.0,400.0,14144879.016,14144916.916,343.0,351.0,14144911.216,14144912.016,3,harn_anchored
user2|2|1,user2,2,1,2,Eating,7_Eat_food,Calmly,SLOW,HAU/user2/2-1-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-2",19.0,355.0,14145009.816,14145043.416,314.0,318.0,14145039.316,14145039.716,3,harn_anchored
user2|2|1,user2,2,1,3,Eating,7_Eat_food,Quickly,FAST,HAU/user2/2-1-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-3",12.0,194.0,14145111.116,14145129.316,163.0,166.0,14145126.216,14145126.516,3,harn_anchored
user2|2|1,user2,2,1,1,Grabbing utensils,8_Take_and_use_tableware,Carefully,CARE,HAU/user2/2-1-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-1",21.0,400.0,14144879.016,14144916.916,302.0,341.0,14144907.116,14144911.016,3,harn_anchored
user2|2|1,user2,2,1,2,Grabbing utensils,8_Take_and_use_tableware,Calmly,SLOW,HAU/user2/2-1-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-2",19.0,355.0,14145009.816,14145043.416,234.0,313.0,14145031.316,14145039.216,3,harn_anchored
user2|2|1,user2,2,1,3,Grabbing utensils,8_Take_and_use_tableware,Quickly,FAST,HAU/user2/2-1-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-3",12.0,194.0,14145111.116,14145129.316,123.0,162.0,14145122.216,14145126.116,3,harn_anchored
user2|2|1,user2,2,1,1,Pouring,9_Pour_drinks,Carefully,CARE,HAU/user2/2-1-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-1",21.0,400.0,14144879.016,14144916.916,169.0,226.0,14144893.816,14144899.516,3,harn_anchored
user2|2|1,user2,2,1,2,Pouring,9_Pour_drinks,Calmly,SLOW,HAU/user2/2-1-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-2",19.0,355.0,14145009.816,14145043.416,145.0,203.0,14145022.416,14145028.216,3,harn_anchored
user2|2|1,user2,2,1,3,Pouring,9_Pour_drinks,Quickly,FAST,HAU/user2/2-1-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-1-3",12.0,194.0,14145111.116,14145129.316,74.0,98.0,14145117.316,14145119.716,3,harn_anchored
user2|2|2,user2,2,2,1,Squats,29_Do_squats,Leisurely,SLOW,HAU/user2/2-2-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-1",15.0,746.0,14053654.416,14053727.516,424.0,484.0,14053695.316,14053701.316,3,harn_anchored
user2|2|2,user2,2,2,2,Squats,29_Do_squats,Methodically,CARE,HAU/user2/2-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-2",6.0,547.0,14053905.516,14053959.616,318.0,386.0,14053936.716,14053943.516,3,harn_anchored
user2|2|2,user2,2,2,3,Squats,29_Do_squats,Frantically,FAST,HAU/user2/2-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-3",4.0,332.0,14054133.316,14054166.116,166.0,207.0,14054149.516,14054153.616,3,harn_anchored
user2|2|2,user2,2,2,1,Stretching,31_Do_stretching_exercises,Leisurely,SLOW,HAU/user2/2-2-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-1",15.0,746.0,14053654.416,14053727.516,292.0,367.0,14053682.116,14053689.616,3,harn_anchored
user2|2|2,user2,2,2,2,Stretching,31_Do_stretching_exercises,Methodically,CARE,HAU/user2/2-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-2",6.0,547.0,14053905.516,14053959.616,282.0,317.0,14053933.116,14053936.616,3,harn_anchored
user2|2|2,user2,2,2,3,Stretching,31_Do_stretching_exercises,Frantically,FAST,HAU/user2/2-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-3",4.0,332.0,14054133.316,14054166.116,150.0,164.0,14054147.916,14054149.316,3,harn_anchored
user2|2|2,user2,2,2,1,Massaging oneself,38_Massage_oneself,Leisurely,SLOW,HAU/user2/2-2-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-1",15.0,746.0,14053654.416,14053727.516,611.0,661.0,14053714.016,14053719.016,3,harn_anchored
user2|2|2,user2,2,2,2,Massaging oneself,38_Massage_oneself,Methodically,CARE,HAU/user2/2-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-2",6.0,547.0,14053905.516,14053959.616,463.0,499.0,14053951.216,14053954.816,3,harn_anchored
user2|2|2,user2,2,2,3,Massaging oneself,38_Massage_oneself,Frantically,FAST,HAU/user2/2-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-3",4.0,332.0,14054133.316,14054166.116,244.0,312.0,14054157.316,14054164.116,3,harn_anchored
user2|2|2,user2,2,2,1,Checking body temperature,39_Take_body_temperature,Leisurely,SLOW,HAU/user2/2-2-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-1",15.0,746.0,14053654.416,14053727.516,664.0,711.0,14053719.316,14053724.016,3,harn_anchored
user2|2|2,user2,2,2,2,Checking body temperature,39_Take_body_temperature,Methodically,CARE,HAU/user2/2-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-2",6.0,547.0,14053905.516,14053959.616,501.0,546.0,14053955.016,14053959.516,3,harn_anchored
user2|2|2,user2,2,2,3,Checking body temperature,39_Take_body_temperature,Frantically,FAST,HAU/user2/2-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-3",4.0,332.0,14054133.316,14054166.116,315.0,332.0,14054164.416,14054166.116,3,harn_anchored
user2|2|2,user2,2,2,1,Wiping hands,4_Wipe_hands,Leisurely,SLOW,HAU/user2/2-2-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-1",15.0,746.0,14053654.416,14053727.516,571.0,604.0,14053710.016,14053713.316,3,harn_anchored
user2|2|2,user2,2,2,2,Wiping hands,4_Wipe_hands,Methodically,CARE,HAU/user2/2-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-2",6.0,547.0,14053905.516,14053959.616,423.0,459.0,14053947.216,14053950.816,3,harn_anchored
user2|2|2,user2,2,2,3,Wiping hands,4_Wipe_hands,Frantically,FAST,HAU/user2/2-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-3",4.0,332.0,14054133.316,14054166.116,232.0,239.0,14054156.116,14054156.816,3,harn_anchored
user2|2|2,user2,2,2,1,Drinking,6_Drink_water,Leisurely,SLOW,HAU/user2/2-2-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-1",15.0,746.0,14053654.416,14053727.516,206.0,245.0,14053673.516,14053677.416,3,harn_anchored
user2|2|2,user2,2,2,2,Drinking,6_Drink_water,Methodically,CARE,HAU/user2/2-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-2",6.0,547.0,14053905.516,14053959.616,215.0,238.0,14053926.416,14053928.716,3,harn_anchored
user2|2|2,user2,2,2,3,Drinking,6_Drink_water,Frantically,FAST,HAU/user2/2-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-3",4.0,332.0,14054133.316,14054166.116,108.0,123.0,14054143.716,14054145.216,3,harn_anchored
user2|2|2,user2,2,2,1,Eating,7_Eat_food,Leisurely,SLOW,HAU/user2/2-2-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-1",15.0,746.0,14053654.416,14053727.516,148.0,164.0,14053667.716,14053669.316,3,harn_anchored
user2|2|2,user2,2,2,2,Eating,7_Eat_food,Methodically,CARE,HAU/user2/2-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-2",6.0,547.0,14053905.516,14053959.616,161.0,178.0,14053921.016,14053922.716,3,harn_anchored
user2|2|2,user2,2,2,3,Eating,7_Eat_food,Frantically,FAST,HAU/user2/2-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-3",4.0,332.0,14054133.316,14054166.116,81.0,91.0,14054141.016,14054142.016,3,harn_anchored
user2|2|2,user2,2,2,1,Grabbing utensils,8_Take_and_use_tableware,Leisurely,SLOW,HAU/user2/2-2-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-1",15.0,746.0,14053654.416,14053727.516,89.0,146.0,14053661.816,14053667.516,3,harn_anchored
user2|2|2,user2,2,2,2,Grabbing utensils,8_Take_and_use_tableware,Methodically,CARE,HAU/user2/2-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-2",6.0,547.0,14053905.516,14053959.616,88.0,144.0,14053913.716,14053919.316,3,harn_anchored
user2|2|2,user2,2,2,3,Grabbing utensils,8_Take_and_use_tableware,Frantically,FAST,HAU/user2/2-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/2-2-3",4.0,332.0,14054133.316,14054166.116,48.0,74.0,14054137.716,14054140.316,3,harn_anchored
user2|3|1,user2,3,1,2,Sweeping,12_Sweep_the_floor,Meticulously,CARE,HAU/user2/3-1-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/3-1-2",18.0,235.0,14145311.716,14145333.416,54.0,143.0,14145315.316,14145324.216,2,harn_anchored
user2|3|1,user2,3,1,3,Sweeping,12_Sweep_the_floor,Eagerly,FAST,HAU/user2/3-1-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/3-1-3",17.0,149.0,14145380.616,14145393.816,34.0,87.0,14145382.316,14145387.616,2,harn_anchored
user2|3|1,user2,3,1,2,Mopping,13_Mop_the_floor,Meticulously,CARE,HAU/user2/3-1-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/3-1-2",18.0,235.0,14145311.716,14145333.416,220.0,235.0,14145331.916,14145333.416,2,harn_anchored
user2|3|1,user2,3,1,3,Mopping,13_Mop_the_floor,Eagerly,FAST,HAU/user2/3-1-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/3-1-3",17.0,149.0,14145380.616,14145393.816,129.0,148.0,14145391.816,14145393.716,2,harn_anchored
user2|3|2,user2,3,2,2,Reading,21_Read_documents,Seriously,CARE,HAU/user2/3-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/3-2-2",14.0,189.0,14054764.316,14054781.816,117.0,123.0,14054774.616,14054775.216,2,harn_anchored
user2|3|2,user2,3,2,3,Reading,21_Read_documents,Nervously,NERV,HAU/user2/3-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/3-2-3",7.0,134.0,14055319.616,14055332.316,96.0,110.0,14055328.516,14055329.916,2,harn_anchored
user2|3|2,user2,3,2,2,Turning a page,22_Turn_pages,Seriously,CARE,HAU/user2/3-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/3-2-2",14.0,189.0,14054764.316,14054781.816,130.0,151.0,14054775.916,14054778.016,2,harn_anchored
user2|3|2,user2,3,2,3,Turning a page,22_Turn_pages,Nervously,NERV,HAU/user2/3-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/3-2-3",7.0,134.0,14055319.616,14055332.316,98.0,134.0,14055328.716,14055332.316,2,harn_anchored
user2|3|2,user2,3,2,2,Walking,36_Walk,Seriously,CARE,HAU/user2/3-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/3-2-2",14.0,189.0,14054764.316,14054781.816,14.0,78.0,14054764.316,14054770.716,2,harn_anchored
user2|3|2,user2,3,2,3,Walking,36_Walk,Nervously,NERV,HAU/user2/3-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/3-2-3",7.0,134.0,14055319.616,14055332.316,9.0,57.0,14055319.816,14055324.616,2,harn_anchored
user2|4|1,user2,4,1,1,Calling,19_Make_a_phone_call,Leisurely,SLOW,HAU/user2/4-1-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-1-1",13.0,325.0,14055852.216,14055883.416,49.0,79.0,14055855.816,14055858.816,3,harn_anchored
user2|4|1,user2,4,1,2,Calling,19_Make_a_phone_call,Calmly,SLOW,HAU/user2/4-1-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-1-2",10.0,294.0,14056107.916,14056136.316,45.0,63.0,14056111.416,14056113.216,3,harn_anchored
user2|4|1,user2,4,1,3,Calling,19_Make_a_phone_call,Impatiently,FAST,HAU/user2/4-1-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-1-3",21.0,237.0,14056274.016,14056295.616,55.0,69.0,14056277.416,14056278.816,3,harn_anchored
user2|4|1,user2,4,1,1,Standing up,32_Stand_up,Leisurely,SLOW,HAU/user2/4-1-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-1-1",13.0,325.0,14055852.216,14055883.416,174.0,186.0,14055868.316,14055869.516,3,harn_anchored
user2|4|1,user2,4,1,2,Standing up,32_Stand_up,Calmly,SLOW,HAU/user2/4-1-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-1-2",10.0,294.0,14056107.916,14056136.316,134.0,146.0,14056120.316,14056121.516,3,harn_anchored
user2|4|1,user2,4,1,3,Standing up,32_Stand_up,Impatiently,FAST,HAU/user2/4-1-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-1-3",21.0,237.0,14056274.016,14056295.616,114.0,125.0,14056283.316,14056284.416,3,harn_anchored
user2|4|1,user2,4,1,1,Walking,36_Walk,Leisurely,SLOW,HAU/user2/4-1-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-1-1",13.0,325.0,14055852.216,14055883.416,297.0,325.0,14055880.616,14055883.416,3,harn_anchored
user2|4|1,user2,4,1,2,Walking,36_Walk,Calmly,SLOW,HAU/user2/4-1-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-1-2",10.0,294.0,14056107.916,14056136.316,260.0,292.0,14056132.916,14056136.116,3,harn_anchored
user2|4|1,user2,4,1,3,Walking,36_Walk,Impatiently,FAST,HAU/user2/4-1-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-1-3",21.0,237.0,14056274.016,14056295.616,205.0,235.0,14056292.416,14056295.416,3,harn_anchored
user2|4|1,user2,4,1,2,Writing,18_Write,Calmly,SLOW,HAU/user2/4-1-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-1-2",10.0,294.0,14056107.916,14056136.316,184.0,226.0,14056125.316,14056129.516,2,harn_anchored
user2|4|1,user2,4,1,3,Writing,18_Write,Impatiently,FAST,HAU/user2/4-1-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-1-3",21.0,237.0,14056274.016,14056295.616,167.0,184.0,14056288.616,14056290.316,2,harn_anchored
user2|4|2,user2,4,2,1,Drinking,6_Drink_water,Gracefully,NEUT,HAU/user2/4-2-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-2-1",26.0,174.0,14148308.516,14148323.316,157.0,170.0,14148321.616,14148322.916,3,harn_anchored
user2|4|2,user2,4,2,2,Drinking,6_Drink_water,Neatly,CARE,HAU/user2/4-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-2-2",26.0,202.0,14148391.516,14148409.116,188.0,196.0,14148407.716,14148408.516,3,harn_anchored
user2|4|2,user2,4,2,3,Drinking,6_Drink_water,Hurriedly,FAST,HAU/user2/4-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-2-3",22.0,127.0,14148455.116,14148465.616,118.0,127.0,14148464.716,14148465.616,3,harn_anchored
user2|4|2,user2,4,2,1,Eating,7_Eat_food,Gracefully,NEUT,HAU/user2/4-2-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-2-1",26.0,174.0,14148308.516,14148323.316,124.0,132.0,14148318.316,14148319.116,3,harn_anchored
user2|4|2,user2,4,2,2,Eating,7_Eat_food,Neatly,CARE,HAU/user2/4-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-2-2",26.0,202.0,14148391.516,14148409.116,144.0,155.0,14148403.316,14148404.416,3,harn_anchored
user2|4|2,user2,4,2,3,Eating,7_Eat_food,Hurriedly,FAST,HAU/user2/4-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-2-3",22.0,127.0,14148455.116,14148465.616,106.0,109.0,14148463.516,14148463.816,3,harn_anchored
user2|4|2,user2,4,2,1,Grabbing utensils,8_Take_and_use_tableware,Gracefully,NEUT,HAU/user2/4-2-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-2-1",26.0,174.0,14148308.516,14148323.316,38.0,115.0,14148309.716,14148317.416,3,harn_anchored
user2|4|2,user2,4,2,2,Grabbing utensils,8_Take_and_use_tableware,Neatly,CARE,HAU/user2/4-2-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-2-2",26.0,202.0,14148391.516,14148409.116,50.0,129.0,14148393.916,14148401.816,3,harn_anchored
user2|4|2,user2,4,2,3,Grabbing utensils,8_Take_and_use_tableware,Hurriedly,FAST,HAU/user2/4-2-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-2-3",22.0,127.0,14148455.116,14148465.616,39.0,91.0,14148456.816,14148462.016,3,harn_anchored
user2|4|3,user2,4,3,1,Writing,18_Write,Contently,SLOW,HAU/user2/4-3-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-3-1",6.0,141.0,14056451.516,14056465.016,115.0,141.0,14056462.416,14056465.016,3,harn_anchored
user2|4|3,user2,4,3,2,Writing,18_Write,Intently,CARE,HAU/user2/4-3-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-3-2",3.0,159.0,14056572.216,14056587.816,126.0,158.0,14056584.516,14056587.716,3,harn_anchored
user2|4|3,user2,4,3,3,Writing,18_Write,Restlessly,NERV,HAU/user2/4-3-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-3-3",9.0,136.0,14056692.816,14056705.516,109.0,135.0,14056702.816,14056705.416,3,harn_anchored
user2|4|3,user2,4,3,1,Sitting down,34_Sit_down,Contently,SLOW,HAU/user2/4-3-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-3-1",6.0,141.0,14056451.516,14056465.016,79.0,90.0,14056458.816,14056459.916,3,harn_anchored
user2|4|3,user2,4,3,2,Sitting down,34_Sit_down,Intently,CARE,HAU/user2/4-3-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-3-2",3.0,159.0,14056572.216,14056587.816,84.0,101.0,14056580.316,14056582.016,3,harn_anchored
user2|4|3,user2,4,3,3,Sitting down,34_Sit_down,Restlessly,NERV,HAU/user2/4-3-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-3-3",9.0,136.0,14056692.816,14056705.516,65.0,74.0,14056698.416,14056699.316,3,harn_anchored
user2|4|3,user2,4,3,1,Walking,36_Walk,Contently,SLOW,HAU/user2/4-3-1,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-3-1",6.0,141.0,14056451.516,14056465.016,45.0,80.0,14056455.416,14056458.916,3,harn_anchored
user2|4|3,user2,4,3,2,Walking,36_Walk,Intently,CARE,HAU/user2/4-3-2,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-3-2",3.0,159.0,14056572.216,14056587.816,36.0,80.0,14056575.516,14056579.916,3,harn_anchored
user2|4|3,user2,4,3,3,Walking,36_Walk,Restlessly,NERV,HAU/user2/4-3-3,"/Users/toheeb.ogunade/Workspace/cuchx-large/hf_data_manual/LMT_(IMU,Radar,Skeleton)/Training/HAU/user2/4-3-3",9.0,136.0,14056692.816,14056705.516,30.0,64.0,14056694.916,14056698.316,3,harn_anchored
