fold,path,user,truth,prediction,confidence,correct
1,HAU/user7/3-3-3,user7,Walking,Walking,0.11671783537482969,1
1,HAU/user7/4-1-1,user7,Taking medicine,Getting dressed,0.17642459428361246,0
1,HAU/user7/4-1-2,user7,Taking medicine,Reading,0.18651270754350283,0
1,HAU/user7/4-1-3,user7,Standing up,Sitting down,0.1517422637259581,0
1,HAU/user7/5-1-1,user7,Undressing,Using a phone,0.25014980872849996,0
1,HAU/user7/5-1-2,user7,Undressing,Listening to the music with headphones,0.19031260334807804,0
1,HAU/user7/5-1-3,user7,Undressing,Listening to the music with headphones,0.17442243085493805,0
1,HAU/user7/5-2-1,user7,Stirring,Washing dishes,0.3738940303768001,0
1,HAU/user7/5-2-2,user7,Pouring,Washing dishes,0.44633879003007043,0
1,HAU/user7/5-2-3,user7,Pouring,Washing dishes,0.3835636753681382,0
1,HAU/user7/5-3-1,user7,Eating,Walking,0.2210011627734104,0
1,HAU/user7/5-3-2,user7,Sitting down,Walking,0.20739593590240377,0
1,HAU/user7/5-3-3,user7,Eating,Walking,0.17931570455252968,0
1,HAU/user7/6-1-1,user7,Getting dressed,Squats,0.16695592983088411,0
1,HAU/user7/6-1-2,user7,Getting dressed,Squats,0.10018288888425991,0
1,HAU/user7/6-1-3,user7,Getting dressed,Folding clothes,0.12230709649827297,0
1,HAU/user7/6-2-1,user7,Listening to the music with headphones,Sitting down,0.26135229045348907,0
1,HAU/user7/6-2-2,user7,Listening to the music with headphones,Squats,0.12922018830924184,0
1,HAU/user7/6-2-3,user7,Listening to the music with headphones,Sitting down,0.16585533700316057,0
1,HAU/user7/6-3-1,user7,Sitting down,Listening to the music with headphones,0.1315526784121521,0
1,HAU/user7/6-3-3,user7,Walking,Listening to the music with headphones,0.1639066198219647,0
1,HAU/user7/7-1-1,user7,Checking body temperature,Sitting down,0.2578497788006645,0
1,HAU/user7/7-1-2,user7,Checking body temperature,Sitting down,0.1676219139992492,0
1,HAU/user7/7-1-3,user7,Listening to the music with headphones,Sitting down,0.22172951161707818,0
1,HAU/user7/7-2-1,user7,Eating,Washing dishes,0.5269881065641634,0
1,HAU/user7/7-2-2,user7,Wiping hands,Washing dishes,0.488559938807259,0
1,HAU/user7/7-2-3,user7,Eating,Washing dishes,0.5123614748369769,0
2,HAU/user19/1-1-1,user19,Getting dressed,Getting dressed,0.4281457568221119,1
2,HAU/user19/1-1-2,user19,Combing hair,Getting dressed,0.2673038918944508,0
2,HAU/user19/1-1-3,user19,Combing hair,Getting dressed,0.2617215432131548,0
2,HAU/user19/1-2-1,user19,Typing on a keyboard,Typing on a keyboard,0.1706820100040723,1
2,HAU/user19/1-2-2,user19,Listening to the music with headphones,Checking the time,0.10615491127113744,0
2,HAU/user19/1-2-3,user19,Typing on a keyboard,Typing on a keyboard,0.1320494212156267,1
2,HAU/user19/2-1-1,user19,Stirring,Pouring,0.28640778365717656,0
2,HAU/user19/2-1-2,user19,Pouring,Pouring,0.31860828952680914,1
2,HAU/user19/2-1-3,user19,Grabbing utensils,Pouring,0.28296895816713546,0
2,HAU/user19/2-2-1,user19,Walking,Getting dressed,0.12269345487884625,0
2,HAU/user19/2-2-2,user19,Jumping jacks,Squats,0.1548924467988616,0
2,HAU/user19/2-2-3,user19,Walking,Squats,0.1346738538484229,0
2,HAU/user19/2-3-1,user19,Walking,Pouring,0.16679408101012103,0
2,HAU/user19/2-3-2,user19,Walking,Pouring,0.16930858068027482,0
2,HAU/user19/2-3-3,user19,Walking,Pouring,0.13059083226020374,0
2,HAU/user19/3-1-1,user19,Playing games,Stretching,0.10704230961913931,0
2,HAU/user19/3-1-2,user19,Undressing,Turning a page,0.20386679570370794,0
2,HAU/user19/3-1-3,user19,Undressing,Turning a page,0.14775766509457597,0
2,HAU/user19/3-2-1,user19,Pouring,Pouring,0.1637519420275502,1
2,HAU/user19/3-2-2,user19,Pouring,Stirring,0.194352151364375,0
2,HAU/user19/3-2-3,user19,Walking,Eating,0.16721175396941956,0
2,HAU/user19/3-3-1,user19,Walking,Sweeping,0.12434643879869085,0
2,HAU/user19/3-3-2,user19,Lying down,Sweeping,0.25493799427762925,0
2,HAU/user19/3-3-3,user19,Squats,Mopping,0.2838278815541082,0
2,HAU/user19/4-1-1,user19,Reading,Typing on a keyboard,0.1024112787694642,0
2,HAU/user19/4-1-2,user19,Typing on a keyboard,Typing on a keyboard,0.11883214619080566,1
2,HAU/user19/4-1-3,user19,Checking the time,Typing on a keyboard,0.10933596093727954,0
2,HAU/user19/4-2-1,user19,Walking,Mopping,0.13025112384795728,0
2,HAU/user19/4-2-2,user19,Squats,Running,0.10350710394581954,0
2,HAU/user19/4-2-3,user19,Squats,Walking,0.09156109501389041,0
2,HAU/user19/4-3-1,user19,Walking,Checking the time,0.16094574027184616,0
2,HAU/user19/4-3-2,user19,Typing on a keyboard,Typing on a keyboard,0.08814818946849606,1
2,HAU/user19/4-3-3,user19,Sitting down,Typing on a keyboard,0.18435712720782452,0
2,HAU/user19/5-1-1,user19,Playing games,Sitting down,0.08841722499090718,0
2,HAU/user19/5-1-2,user19,Playing games,Sitting down,0.10030656642354119,0
2,HAU/user19/5-1-3,user19,Listening to the music with headphones,Sitting down,0.13367233965993083,0
2,HAU/user19/5-2-1,user19,Wiping hands,Eating,0.22607011177766106,0
2,HAU/user19/5-2-2,user19,Wiping hands,Eating,0.1906588650563301,0
2,HAU/user19/5-2-3,user19,Peeling fruit,Pouring,0.24788744010490713,0
2,HAU/user19/5-3-1,user19,Playing games,Typing on a keyboard,0.15492554952314572,0
2,HAU/user19/5-3-2,user19,Massaging oneself,Listening to the music with headphones,0.11570480409064601,0
2,HAU/user19/5-3-3,user19,Checking the time,Watching TV,0.09573453548735948,0
2,HAU/user19/6-1-1,user19,Sitting down,Reading,0.15568867467947586,0
2,HAU/user19/6-1-2,user19,Typing on a keyboard,Typing on a keyboard,0.20888604950787973,1
2,HAU/user19/6-1-3,user19,Reading,Reading,0.19611455482447687,1
2,HAU/user19/6-2-1,user19,Taking a selfie,Turning a page,0.20700799397790254,0
2,HAU/user19/6-2-2,user19,Taking medicine,Turning a page,0.26993100535035697,0
2,HAU/user19/6-2-3,user19,Taking medicine,Turning a page,0.2562657604542784,0
2,HAU/user19/7-1-1,user19,Massaging oneself,Combing hair,0.21962418191746905,0
2,HAU/user19/7-1-2,user19,Massaging oneself,Combing hair,0.25973343376747016,0
2,HAU/user19/7-1-3,user19,Massaging oneself,Combing hair,0.26892314192689765,0
2,HAU/user19/7-2-1,user19,Eating,Stirring,0.22313884004323573,0
2,HAU/user19/7-2-2,user19,Walking,Stirring,0.23912632994270303,0
2,HAU/user19/7-2-3,user19,Eating,Stirring,0.24975089475794823,0
2,HAU/user24/1-1-1,user24,Taking a selfie,Checking body temperature,0.3039122127392959,0
2,HAU/user24/1-1-2,user24,Taking a selfie,Checking body temperature,0.24220623803923022,0
2,HAU/user24/1-1-3,user24,Taking a selfie,Checking body temperature,0.25173362192096677,0
2,HAU/user24/1-2-1,user24,Turning a page,Using a phone,0.15164267621179645,0
2,HAU/user24/1-2-2,user24,Reading,Listening to the music with headphones,0.13578521765473775,0
2,HAU/user24/1-2-3,user24,Reading,Turning a page,0.10864598064285114,0
2,HAU/user24/2-1-1,user24,Drinking,Listening to the music with headphones,0.12649404442212958,0
2,HAU/user24/2-1-2,user24,Eating,Listening to the music with headphones,0.12539845603234684,0
2,HAU/user24/2-1-3,user24,Peeling fruit,Listening to the music with headphones,0.13712576388441058,0
2,HAU/user24/2-2-1,user24,Watching TV,Writing,0.13897452922571654,0
2,HAU/user24/2-2-2,user24,Watching TV,Writing,0.19984228851037925,0
2,HAU/user24/2-2-3,user24,Watching TV,Writing,0.1703530943156925,0
2,HAU/user24/3-2-1,user24,Running,Stretching,0.12554614164116526,0
2,HAU/user24/3-2-2,user24,Running,Using a phone,0.16982223426550436,0
2,HAU/user24/3-2-3,user24,Calling,Using a phone,0.13153638220822564,0
2,HAU/user24/4-1-1,user24,Using a phone,Squats,0.12520517323865618,0
2,HAU/user24/4-1-2,user24,Sitting down,Squats,0.10067787265665273,0
2,HAU/user24/4-1-3,user24,Sitting down,Squats,0.10469653044378885,0
2,HAU/user24/4-2-1,user24,Drinking,Peeling fruit,0.22825392819788276,0
2,HAU/user24/4-2-2,user24,Drinking,Eating,0.2032497252903115,0
2,HAU/user24/4-2-3,user24,Walking,Eating,0.26929531767704046,0
2,HAU/user24/4-3-1,user24,Massaging oneself,Writing,0.16920453800249197,0
2,HAU/user24/4-3-2,user24,Playing games,Writing,0.2693946603672273,0
2,HAU/user24/4-3-3,user24,Playing games,Writing,0.2185073702465007,0
2,HAU/user24/5-1-1,user24,Walking,Using a phone,0.2232305517350002,0
2,HAU/user24/5-1-2,user24,Standing up,Stretching,0.14544551134922615,0
2,HAU/user24/5-1-3,user24,Listening to the music with headphones,Stretching,0.12054185931172944,0
2,HAU/user24/5-2-1,user24,Checking body temperature,Checking body temperature,0.3851091570246566,1
2,HAU/user24/5-2-2,user24,Taking medicine,Checking body temperature,0.41592645651266397,0
2,HAU/user24/5-2-3,user24,Taking medicine,Checking body temperature,0.38686925417882634,0
2,HAU/user24/5-3-1,user24,Watching TV,Using a phone,0.33930061321053545,0
2,HAU/user24/5-3-2,user24,Walking,Listening to the music with headphones,0.09114107172925133,0
2,HAU/user24/5-3-3,user24,Walking,Using a phone,0.09813260882204192,0
2,HAU/user24/6-2-1,user24,Washing face,Wiping hands,0.261536073059268,0
2,HAU/user24/6-2-2,user24,Walking,Taking a selfie,0.27338547657388235,0
2,HAU/user24/6-2-3,user24,Washing face,Wiping hands,0.2740888196412513,0
2,HAU/user24/6-3-1,user24,Squats,Squats,0.20137371130525986,1
2,HAU/user24/6-3-2,user24,Standing up,Squats,0.19046896724351914,0
2,HAU/user24/6-3-3,user24,Squats,Squats,0.21023411735991107,1
2,HAU/user24/7-1-1,user24,Massaging oneself,Checking body temperature,0.2748773045921786,0
2,HAU/user24/7-1-2,user24,Combing hair,Combing hair,0.258024888278178,1
2,HAU/user24/7-1-3,user24,Taking medicine,Combing hair,0.2390046986773234,0
2,HAU/user24/7-2-1,user24,Reading,Sitting down,0.09342117188580046,0
2,HAU/user24/7-2-2,user24,Reading,Using a phone,0.15088527247866135,0
2,HAU/user24/7-2-3,user24,Sitting down,Stretching,0.10063038459994687,0
2,HAU/user3/1-1-1,user3,Checking the time,Jumping jacks,0.10154646455167911,0
2,HAU/user3/1-1-2,user3,Checking the time,Folding clothes,0.10403600464576074,0
2,HAU/user3/1-1-3,user3,Checking the time,Squats,0.1116515376850094,0
2,HAU/user3/1-2-1,user3,Drinking,Mopping,0.18328314765379947,0
2,HAU/user3/1-2-2,user3,Walking,Drinking,0.20731988475127025,0
2,HAU/user3/1-2-3,user3,Combing hair,Drinking,0.20984224128561127,0
2,HAU/user3/2-1-1,user3,Squats,Typing on a keyboard,0.10170448350309623,0
2,HAU/user3/2-1-2,user3,Squats,Running,0.09098997480453476,0
2,HAU/user3/2-1-3,user3,Walking,Sitting down,0.11074928703208928,0
2,HAU/user3/2-2-1,user3,Walking,Drinking,0.20133242544945637,0
2,HAU/user3/2-2-2,user3,Taking medicine,Drinking,0.18231865392127353,0
2,HAU/user3/2-2-3,user3,Massaging oneself,Walking,0.14402773262401664,0
2,HAU/user3/3-1-1,user3,Peeling fruit,Eating,0.26978576475876165,0
2,HAU/user3/3-1-2,user3,Washing dishes,Eating,0.22915569425677315,0
2,HAU/user3/3-1-3,user3,Peeling fruit,Eating,0.14789153309631395,0
2,HAU/user3/3-2-1,user3,Walking,Walking,0.23891020046069783,1
2,HAU/user3/3-2-2,user3,Writing,Typing on a keyboard,0.13545471318035293,0
2,HAU/user3/3-2-3,user3,Calling,Walking,0.29223739694470313,0
2,HAU/user3/4-1-1,user3,Drinking,Turning a page,0.28070089616291377,0
2,HAU/user3/4-1-2,user3,Turning a page,Turning a page,0.24121106781563664,1
2,HAU/user3/4-1-3,user3,Eating,Turning a page,0.2660787837362288,0
2,HAU/user3/5-1-1,user3,Drinking,Grabbing utensils,0.12079329564942579,0
2,HAU/user3/5-1-2,user3,Stirring,Eating,0.27759497803689803,0
2,HAU/user3/5-1-3,user3,Drinking,Eating,0.18513943830555882,0
2,HAU/user3/5-2-1,user3,Grabbing utensils,Walking,0.3112679390210497,0
2,HAU/user3/5-2-2,user3,Eating,Standing up,0.14632454226076652,0
2,HAU/user3/5-2-3,user3,Turning a page,Standing up,0.14485193651439127,0
2,HAU/user3/6-1-1,user3,Drinking,Drinking,0.37106657546264116,1
2,HAU/user3/6-1-2,user3,Drinking,Drinking,0.18636139142615796,1
2,HAU/user3/6-1-3,user3,Walking,Drinking,0.14278971631831533,0
2,HAU/user3/6-2-1,user3,Sweeping,Sitting down,0.0883788722889686,0
2,HAU/user3/6-2-2,user3,Checking the time,Walking,0.10027039807576704,0
2,HAU/user3/6-2-3,user3,Standing up,Calling,0.10578036317206727,0
2,HAU/user3/7-1-1,user3,Standing up,Standing up,0.1033494932416918,1
2,HAU/user3/7-1-2,user3,Stretching,Stretching,0.13145615213273748,1
2,HAU/user3/7-1-3,user3,Stirring,Jumping jacks,0.17067099031403404,0
2,HAU/user8/1-1-1,user8,Brushing teeth,Combing hair,0.1855648724878907,0
2,HAU/user8/1-1-2,user8,Wiping hands,Wiping hands,0.15491999516555818,1
2,HAU/user8/1-1-3,user8,Wiping hands,Wiping hands,0.1325585803108937,1
2,HAU/user8/1-2-1,user8,Listening to the music with headphones,Walking,0.26550818646266106,0
2,HAU/user8/1-2-2,user8,Taking a selfie,Sitting down,0.1765632460473349,0
2,HAU/user8/1-2-3,user8,Calling,Walking,0.16749097078156602,0
2,HAU/user8/2-1-1,user8,Folding clothes,Undressing,0.1869699794657985,0
2,HAU/user8/2-1-2,user8,Listening to the music with headphones,Undressing,0.18894734353867035,0
2,HAU/user8/2-1-3,user8,Folding clothes,Walking,0.160927619229266,0
2,HAU/user8/2-2-1,user8,Walking,Pouring,0.31632397408818025,0
2,HAU/user8/2-2-2,user8,Wiping surface,Pouring,0.27659047532783837,0
2,HAU/user8/2-2-3,user8,Walking,Pouring,0.32119267002362173,0
2,HAU/user8/3-1-1,user8,Sweeping,Stretching,0.13928334012669233,0
2,HAU/user8/3-1-2,user8,Mopping,Stretching,0.11432617489192438,0
2,HAU/user8/3-1-3,user8,Sweeping,Stretching,0.10048595908411331,0
2,HAU/user8/3-2-1,user8,Washing dishes,Eating,0.2106699749275952,0
2,HAU/user8/3-2-2,user8,Pouring,Eating,0.1574062675025595,0
2,HAU/user8/3-2-3,user8,Washing dishes,Pouring,0.2054561991633531,0
2,HAU/user8/3-3-1,user8,Walking,Walking,0.15827414554105904,1
2,HAU/user8/3-3-2,user8,Walking,Walking,0.13533908977210363,1
2,HAU/user8/3-3-3,user8,Walking,Walking,0.26312256126633427,1
2,HAU/user8/4-1-1,user8,Sitting down,Massaging oneself,0.3245592514285123,0
2,HAU/user8/4-1-2,user8,Sitting down,Massaging oneself,0.20686115686316675,0
2,HAU/user8/4-1-3,user8,Listening to the music with headphones,Massaging oneself,0.22846857353103128,0
2,HAU/user8/4-2-1,user8,Stirring,Pouring,0.3427178709438002,0
2,HAU/user8/4-2-2,user8,Walking,Grabbing utensils,0.18832455466342574,0
2,HAU/user8/4-2-3,user8,Walking,Pouring,0.3246166687297181,0
2,HAU/user8/5-1-1,user8,Lunges,Stretching,0.14209589418418198,0
2,HAU/user8/5-1-2,user8,Running,Lying down,0.11734552845528455,0
2,HAU/user8/5-1-3,user8,Checking the time,Lying down,0.16402425197721368,0
2,HAU/user8/6-1-1,user8,Squats,Listening to the music with headphones,0.13030016203652003,0
2,HAU/user8/6-1-2,user8,Getting dressed,Listening to the music with headphones,0.10217947831510528,0
2,HAU/user8/6-1-3,user8,Undressing,Listening to the music with headphones,0.10245490089994512,0
2,HAU/user8/6-2-1,user8,Standing up,Lying down,0.16150341315613304,0
2,HAU/user8/6-2-2,user8,Turning a page,Lying down,0.18456104460492592,0
2,HAU/user8/6-2-3,user8,Stretching,Lying down,0.1848726977214571,0
2,HAU/user8/7-1-1,user8,Undressing,Combing hair,0.2189977234495653,0
2,HAU/user8/7-1-2,user8,Wiping hands,Brushing teeth,0.24656590105717086,0
2,HAU/user8/7-1-3,user8,Massaging oneself,Brushing teeth,0.17118779238582701,0
2,HAU/user8/7-2-1,user8,Peeling fruit,Peeling fruit,0.25835066258245243,1
2,HAU/user8/7-2-2,user8,Stirring,Pouring,0.18577520631581212,0
2,HAU/user8/7-2-3,user8,Peeling fruit,Peeling fruit,0.31117043954450724,1
3,HAU/user20/1-1-1,user20,Combing hair,Combing hair,0.20458543811206084,1
3,HAU/user20/1-1-2,user20,Checking the time,Massaging oneself,0.17201621211812268,0
3,HAU/user20/1-1-3,user20,Combing hair,Brushing teeth,0.2548390748108791,0
3,HAU/user20/1-2-1,user20,Squats,Jumping jacks,0.1798137138959237,0
3,HAU/user20/1-2-2,user20,Stretching,Jumping jacks,0.22894408142506975,0
3,HAU/user20/1-2-3,user20,Squats,Jumping jacks,0.19937902873285368,0
3,HAU/user20/2-1-1,user20,Pouring,Washing dishes,0.2180010147180558,0
3,HAU/user20/2-1-2,user20,Eating,Pouring,0.285310198089493,0
3,HAU/user20/2-1-3,user20,Drinking,Pouring,0.33356395655722687,0
3,HAU/user20/2-2-1,user20,Typing on a keyboard,Typing on a keyboard,0.3119087825308415,1
3,HAU/user20/2-2-2,user20,Typing on a keyboard,Typing on a keyboard,0.2376863257636139,1
3,HAU/user20/2-2-3,user20,Checking the time,Typing on a keyboard,0.3823272284337738,0
3,HAU/user20/3-1-1,user20,Pouring,Washing dishes,0.2707498635122177,0
3,HAU/user20/3-1-2,user20,Washing dishes,Washing dishes,0.2040257710409675,1
3,HAU/user20/3-1-3,user20,Pouring,Washing dishes,0.17017503343415008,0
3,HAU/user20/3-2-1,user20,Wiping surface,Washing face,0.07934360410830997,0
3,HAU/user20/3-2-2,user20,Sweeping,Combing hair,0.07145255074958705,0
3,HAU/user20/3-2-3,user20,Mopping,Checking the time,0.11241532356160727,0
3,HAU/user20/4-1-1,user20,Turning a page,Taking a selfie,0.09726484123779293,0
3,HAU/user20/4-1-2,user20,Turning a page,Taking medicine,0.30035524538132624,0
3,HAU/user20/4-1-3,user20,Typing on a keyboard,Taking medicine,0.31828794347880723,0
3,HAU/user20/4-2-1,user20,Combing hair,Combing hair,0.18992681288684096,1
3,HAU/user20/4-2-2,user20,Combing hair,Combing hair,0.24950667799213158,1
3,HAU/user20/4-2-3,user20,Brushing teeth,Combing hair,0.19007771567330733,0
3,HAU/user20/5-1-1,user20,Pouring,Typing on a keyboard,0.15449491648545594,0
3,HAU/user20/5-1-2,user20,Typing on a keyboard,Typing on a keyboard,0.151467100698245,1
3,HAU/user20/5-1-3,user20,Grabbing utensils,Typing on a keyboard,0.1416960970531253,0
3,HAU/user20/6-1-1,user20,Squats,Running,0.10694932205130764,0
3,HAU/user20/6-1-2,user20,Jumping jacks,Running,0.140806999335046,0
3,HAU/user20/6-1-3,user20,Jumping jacks,Running,0.09968103254893737,0
3,HAU/user20/6-2-1,user20,Wiping hands,Combing hair,0.2677332886628665,0
3,HAU/user20/6-2-2,user20,Wiping hands,Brushing teeth,0.1782893202382555,0
3,HAU/user20/6-2-3,user20,Massaging oneself,Brushing teeth,0.21522951996461165,0
3,HAU/user20/6-3-1,user20,Mopping,Squats,0.1206375540429183,0
3,HAU/user20/6-3-2,user20,Walking,Stretching,0.09474561000249425,0
3,HAU/user20/6-3-3,user20,Listening to the music with headphones,Stretching,0.11798632732089959,0
3,HAU/user20/7-1-1,user20,Grabbing utensils,Washing dishes,0.21329288893311876,0
3,HAU/user20/7-1-2,user20,Massaging oneself,Washing dishes,0.23674465227372973,0
3,HAU/user20/7-1-3,user20,Grabbing utensils,Washing dishes,0.21942044326944063,0
3,HAU/user20/7-2-1,user20,Walking,Combing hair,0.23423118238110519,0
3,HAU/user20/7-2-2,user20,Walking,Combing hair,0.22927176013982367,0
3,HAU/user20/7-2-3,user20,Walking,Combing hair,0.19872876581161014,0
3,HAU/user4/1-1-1,user4,Washing face,Washing face,0.45116022899554165,1
3,HAU/user4/1-1-2,user4,Washing face,Washing face,0.48312273564602426,1
3,HAU/user4/1-1-3,user4,Wiping hands,Washing face,0.48505623504084305,0
3,HAU/user4/1-2-1,user4,Walking,Drinking,0.30709031508093665,0
3,HAU/user4/1-2-2,user4,Peeling fruit,Mopping,0.21700670956390591,0
3,HAU/user4/1-2-3,user4,Grabbing utensils,Drinking,0.16275938461092326,0
3,HAU/user4/2-1-1,user4,Eating,Turning a page,0.2307593655487206,0
3,HAU/user4/2-1-2,user4,Drinking,Turning a page,0.20302020368908377,0
3,HAU/user4/2-1-3,user4,Standing up,Turning a page,0.22245589605860255,0
3,HAU/user4/2-2-1,user4,Mopping,Drinking,0.19216139200793103,0
3,HAU/user4/2-2-2,user4,Sweeping,Drinking,0.23541177165972782,0
3,HAU/user4/2-2-3,user4,Mopping,Drinking,0.20421897888484403,0
3,HAU/user4/3-2-1,user4,Jumping jacks,Standing up,0.15459202929127255,0
3,HAU/user4/3-2-2,user4,Standing up,Squats,0.10095570378065016,0
3,HAU/user4/3-2-3,user4,Stretching,Standing up,0.13513395054047594,0
3,HAU/user4/4-1-1,user4,Typing on a keyboard,Eating,0.2541155594792367,0
3,HAU/user4/4-1-2,user4,Turning a page,Turning a page,0.27113588021335205,1
3,HAU/user4/4-1-3,user4,Turning a page,Turning a page,0.2898647101003179,1
3,HAU/user4/4-2-1,user4,Washing dishes,Walking,0.1627971744355672,0
3,HAU/user4/4-2-2,user4,Drinking,Mopping,0.207551973551064,0
3,HAU/user4/4-2-3,user4,Drinking,Walking,0.19059660548568394,0
3,HAU/user4/5-1-1,user4,Eating,Drinking,0.18116832597281587,0
3,HAU/user4/5-1-2,user4,Eating,Mopping,0.20705007032501632,0
3,HAU/user4/5-1-3,user4,Stirring,Drinking,0.1938201748375167,0
3,HAU/user4/5-2-1,user4,Typing on a keyboard,Reading,0.11759152823130568,0
3,HAU/user4/5-2-2,user4,Walking,Stretching,0.15470487953063403,0
3,HAU/user4/5-2-3,user4,Typing on a keyboard,Stretching,0.11583718971727151,0
3,HAU/user4/6-1-1,user4,Listening to the music with headphones,Eating,0.16899868734331622,0
3,HAU/user4/6-1-2,user4,Calling,Eating,0.26008948998010667,0
3,HAU/user4/6-1-3,user4,Using a phone,Turning a page,0.2678241035778698,0
3,HAU/user4/7-1-1,user4,Peeling fruit,Drinking,0.13873907732179697,0
3,HAU/user4/7-1-2,user4,Taking medicine,Mopping,0.21828149187574433,0
3,HAU/user4/7-1-3,user4,Peeling fruit,Mopping,0.22619714768778218,0
3,HAU/user4/7-2-1,user4,Eating,Squats,0.15506512656302446,0
3,HAU/user4/7-2-2,user4,Massaging oneself,Squats,0.13616716282877017,0
3,HAU/user4/7-2-3,user4,Sitting down,Squats,0.1477074059690366,0
3,HAU/user9/1-1-1,user9,Brushing teeth,Brushing teeth,0.30355034127919966,1
3,HAU/user9/1-1-2,user9,Getting dressed,Wiping hands,0.28565560412896385,0
3,HAU/user9/1-1-3,user9,Combing hair,Brushing teeth,0.25216708803022003,0
3,HAU/user9/1-2-1,user9,Listening to the music with headphones,Reading,0.15012812187130864,0
3,HAU/user9/1-2-2,user9,Typing on a keyboard,Reading,0.1543250879474534,0
3,HAU/user9/1-2-3,user9,Typing on a keyboard,Reading,0.19633984051999975,0
3,HAU/user9/2-1-1,user9,Pouring,Peeling fruit,0.269148523641418,0
3,HAU/user9/2-1-2,user9,Stirring,Stirring,0.30731491391899224,1
3,HAU/user9/2-1-3,user9,Grabbing utensils,Stirring,0.2552574288922744,0
3,HAU/user9/2-2-1,user9,Squats,Getting dressed,0.23181223502947934,0
3,HAU/user9/2-2-2,user9,Jumping jacks,Getting dressed,0.21178054185306558,0
3,HAU/user9/2-2-3,user9,Walking,Getting dressed,0.2024459849911863,0
3,HAU/user9/2-3-1,user9,Walking,Peeling fruit,0.2178419204246991,0
3,HAU/user9/2-3-2,user9,Peeling fruit,Peeling fruit,0.2260530377684438,1
3,HAU/user9/2-3-3,user9,Peeling fruit,Peeling fruit,0.1852287581563561,1
3,HAU/user9/3-1-1,user9,Playing games,Using a phone,0.15374733119031497,0
3,HAU/user9/3-1-2,user9,Undressing,Undressing,0.13049959194240718,1
3,HAU/user9/3-1-3,user9,Playing games,Using a phone,0.1505677869891171,0
3,HAU/user9/3-2-1,user9,Drinking,Peeling fruit,0.22263702722665538,0
3,HAU/user9/3-2-2,user9,Walking,Peeling fruit,0.26485974080842106,0
3,HAU/user9/3-2-3,user9,Pouring,Peeling fruit,0.1831189079354475,0
3,HAU/user9/3-3-1,user9,Lying down,Walking,0.1485875374232221,0
3,HAU/user9/3-3-2,user9,Mopping,Walking,0.1300590212987615,0
3,HAU/user9/3-3-3,user9,Lying down,Walking,0.13645811473662373,0
3,HAU/user9/4-1-1,user9,Checking the time,Playing games,0.2211299130602741,0
3,HAU/user9/4-1-2,user9,Typing on a keyboard,Playing games,0.20228220349651568,0
3,HAU/user9/4-1-3,user9,Reading,Playing games,0.1675121795800593,0
3,HAU/user9/4-2-1,user9,Walking,Walking,0.12468649538531475,1
3,HAU/user9/4-2-2,user9,Stretching,Stretching,0.15307903217266605,1
3,HAU/user9/4-2-3,user9,Squats,Stretching,0.2528348930697347,0
3,HAU/user9/4-3-1,user9,Walking,Reading,0.19131590029056197,0
3,HAU/user9/4-3-2,user9,Walking,Reading,0.22804611562205754,0
3,HAU/user9/4-3-3,user9,Typing on a keyboard,Reading,0.17930730496897443,0
3,HAU/user9/5-1-1,user9,Standing up,Turning a page,0.14118801318983917,0
3,HAU/user9/5-1-2,user9,Listening to the music with headphones,Turning a page,0.13462329415102373,0
3,HAU/user9/5-1-3,user9,Listening to the music with headphones,Turning a page,0.11898894098617338,0
3,HAU/user9/5-2-1,user9,Peeling fruit,Peeling fruit,0.13149914251392691,1
3,HAU/user9/5-2-2,user9,Wiping hands,Peeling fruit,0.14030580849672195,0
3,HAU/user9/5-2-3,user9,Wiping hands,Washing dishes,0.13662369473760913,0
3,HAU/user9/5-3-1,user9,Checking the time,Reading,0.1077295258564879,0
3,HAU/user9/5-3-2,user9,Sitting down,Reading,0.14499886429869058,0
3,HAU/user9/5-3-3,user9,Playing games,Reading,0.11308902166429582,0
3,HAU/user9/6-1-1,user9,Checking the time,Watching TV,0.17736882716049382,0
3,HAU/user9/6-1-2,user9,Checking the time,Playing games,0.08740933929458518,0
3,HAU/user9/6-1-3,user9,Reading,Sitting down,0.19983264032515585,0
3,HAU/user9/6-2-1,user9,Taking medicine,Undressing,0.15099800105889843,0
3,HAU/user9/6-2-2,user9,Lying down,Undressing,0.14713535942845044,0
3,HAU/user9/6-2-3,user9,Taking a selfie,Undressing,0.11827645639211369,0
3,HAU/user9/7-1-1,user9,Massaging oneself,Wiping hands,0.2701854121777602,0
3,HAU/user9/7-1-2,user9,Checking body temperature,Wiping hands,0.25969953168486737,0
3,HAU/user9/7-1-3,user9,Checking body temperature,Wiping hands,0.23844717692662096,0
3,HAU/user9/7-2-1,user9,Sweeping,Peeling fruit,0.2432977022099583,0
3,HAU/user9/7-2-2,user9,Eating,Peeling fruit,0.26394864618223346,0
3,HAU/user9/7-2-3,user9,Sweeping,Peeling fruit,0.26079494647026485,0
4,HAU/user16/1-1-1,user16,Brushing teeth,Brushing teeth,0.20735210144043903,1
4,HAU/user16/1-1-2,user16,Brushing teeth,Brushing teeth,0.20995914210288213,1
4,HAU/user16/1-1-3,user16,Walking,Brushing teeth,0.19404292119846753,0
4,HAU/user16/1-2-1,user16,Pouring,Peeling fruit,0.34047511839454603,0
