split,held,qa_id,category,overlap,user,truth,pred,support,raw_support,purity,answers,semantic,correct
oof,user5,training_0997,multi,3,user5,A,D,1,2,1.0,1,Wiping hands,False
oof,user5,training_0998,multi,3,user5,A,C,1,1,1.0,1,Eating,False
oof,user5,training_0999,multi,3,user5,ABD,B,3,3,0.3333333333333333,3,Walking,False
oof,user5,training_1000,multi,2,user5,BC,A,4,22,0.75,2,Wiping hands,False
oof,user5,training_1001,multi,3,user5,ABC,B,3,4,0.6666666666666666,2,Walking,False
oof,user5,training_2479,sequence,3,user5,CBDA,CBDA,2,6,1.0,1,Standing up|Sweeping|Sitting down|Reading,True
oof,user5,training_2872,emotion,3,user5,C,B,1,1,1.0,1,Carefully,False
oof,user5,training_2873,emotion,3,user5,A,A,1,1,1.0,1,Carefully,True
oof,user5,training_2874,emotion,3,user5,B,C,1,1,1.0,1,Carefully,False
oof,user5,training_2875,emotion,3,user5,C,C,5,5,0.4,3,Leisurely,True
oof,user5,training_2876,emotion,3,user5,D,C,3,3,0.3333333333333333,3,Leisurely,False
oof,user5,training_2877,emotion,3,user5,D,A,4,4,0.5,3,Leisurely,False
oof,user5,training_2878,emotion,3,user5,A,A,2,3,0.5,2,Leisurely,True
oof,user5,training_2879,emotion,3,user5,A,B,2,4,0.5,2,Leisurely,False
oof,user5,training_2880,emotion,3,user5,A,C,6,7,0.3333333333333333,4,Leisurely,False
oof,user5,training_2881,emotion,3,user5,A,C,2,3,0.5,2,Slowly,False
oof,user5,training_2882,emotion,3,user5,B,A,1,1,1.0,1,Quickly,False
oof,user5,training_2883,emotion,3,user5,B,B,1,1,1.0,1,Quickly,True
oof,user5,training_2884,emotion,3,user5,A,D,1,1,1.0,1,Hurriedly,False
oof,user5,training_2885,emotion,3,user5,B,A,2,2,0.5,2,Hurriedly,False
oof,user5,training_2886,emotion,3,user5,D,B,2,3,0.5,2,Slowly,False
oof,user5,training_2887,emotion,3,user5,A,A,2,3,0.5,2,Leisurely,True
oof,user5,training_2888,emotion,3,user5,C,B,3,5,0.3333333333333333,3,Leisurely,False
oof,user5,training_2889,emotion,3,user5,C,D,2,4,0.5,2,Leisurely,False
oof,user5,training_2890,emotion,3,user5,D,D,7,9,0.42857142857142855,3,Slowly,True
oof,user5,training_2891,emotion,3,user5,D,D,1,3,1.0,1,Evenly,True
oof,user5,training_2892,emotion,3,user5,D,D,1,3,1.0,1,Hastily,True
oof,user5,training_2893,emotion,2,user5,B,C,24,45,0.5,3,Calmly,False
oof,user5,training_2894,emotion,2,user5,B,B,25,47,0.52,4,Calmly,True
oof,user5,training_2895,emotion,2,user5,B,A,24,48,0.5416666666666666,3,Calmly,False
oof,user5,training_2896,emotion,3,user5,D,D,1,1,1.0,1,Meticulously,True
oof,user5,training_2897,emotion,3,user5,B,A,1,1,1.0,1,Meticulously,False
oof,user5,training_2898,emotion,3,user5,B,C,2,3,1.0,1,Meticulously,False
oof,user5,training_2899,emotion,3,user5,B,B,23,24,0.391304347826087,3,Slowly,True
oof,user5,training_2900,emotion,3,user5,C,B,22,23,0.36363636363636365,3,Slowly,False
oof,user5,training_2901,emotion,3,user5,C,B,24,26,0.4166666666666667,3,Slowly,False
oof,user5,training_2902,emotion,3,user5,B,B,3,5,0.6666666666666666,2,Slowly,True
oof,user5,training_2903,emotion,3,user5,B,C,1,3,1.0,1,Slowly,False
oof,user5,training_2904,emotion,2,user5,A,D,32,62,0.46875,4,Slowly,False
oof,user5,training_2905,emotion,3,user5,A,D,2,2,0.5,2,Steadily,False
oof,user5,training_2906,emotion,3,user5,D,B,3,5,0.3333333333333333,3,Urgently,False
oof,user5,training_2907,emotion,3,user5,A,B,5,6,0.4,4,Restlessly,False
oof,user5,training_2908,emotion,3,user5,D,C,6,7,0.6666666666666666,3,Anxiously,False
oof,user5,training_2909,emotion,3,user5,C,B,10,11,0.4,4,Anxiously,False
oof,user5,training_2910,emotion,3,user5,B,D,22,23,0.36363636363636365,4,Calmly,False
oof,user5,training_2911,emotion,3,user5,A,D,10,10,0.4,3,Hurriedly,False
oof,user5,training_2912,emotion,3,user5,A,A,11,11,0.45454545454545453,3,Quickly,True
oof,user5,training_2913,emotion,3,user5,C,D,11,12,0.36363636363636365,3,Quickly,False
oof,user5,training_3543,single,3,user5,A,A,8,12,0.75,3,washing their face,True
oof,user5,training_3561,single,3,user5,B,A,3,5,0.6666666666666666,2,brushing their teeth,False
oof,user5,training_3570,single,3,user5,C,C,14,14,0.6428571428571429,2,sweeping the floor,True
oof,user5,training_3641,single,3,user5,A,C,1,2,1.0,1,walking,False
oof,user5,training_3679,single,3,user5,C,C,2,5,0.5,2,turning pages,True
oof,user5,training_3755,single,3,user5,A,A,12,16,0.75,2,combing their hair,True
oof,user5,training_3935,single,3,user5,C,A,1,4,1.0,1,stirring a drink,False
oof,user5,training_3936,single,3,user5,A,B,5,5,0.4,3,making a phone call,False
oof,user5,training_3961,single,3,user5,A,A,10,10,0.9,2,pouring a drink,True
oof,user5,training_4092,object_interaction,3,user5,B,B,7,7,1.0,1,a glass,True
oof,user5,training_4093,object_interaction,3,user5,C,C,7,7,1.0,1,a glass,True
oof,user5,training_4094,object_interaction,3,user5,B,B,7,7,1.0,1,a glass,True
oof,user6,training_0191,single,3,user6,B,B,2,2,0.5,2,Walking,True
oof,user6,training_0192,single,3,user6,A,C,2,3,0.5,2,Folding clothes,False
oof,user6,training_0193,single,3,user6,D,D,1,1,1.0,1,Washing face,True
oof,user6,training_0194,single,2,user6,A,D,12,27,0.5,3,Standing up,False
oof,user6,training_0195,single,3,user6,A,D,1,1,1.0,1,Squats,False
oof,user6,training_0196,single,2,user6,A,D,18,36,0.3333333333333333,4,Reading,False
oof,user6,training_0197,single,2,user6,B,B,12,26,0.5833333333333334,3,Stirring,True
oof,user6,training_0198,single,2,user6,C,D,26,39,0.6538461538461539,4,Walking,False
oof,user6,training_0199,single,2,user6,A,A,22,39,0.3181818181818182,4,Grabbing utensils,True
oof,user6,training_0200,single,2,user6,D,B,10,35,0.4,3,Stretching,False
oof,user6,training_0201,single,3,user6,D,C,4,4,0.5,3,Sitting down,False
oof,user6,training_0202,single,3,user6,A,C,1,1,1.0,1,Getting dressed,False
oof,user6,training_0203,single,2,user6,B,D,22,39,0.3181818181818182,4,Sitting down,False
oof,user6,training_0204,single,2,user6,B,B,15,30,0.4666666666666667,4,Peeling fruit,True
oof,user6,training_0205,single,3,user6,B,C,2,2,0.5,2,Massaging oneself,False
oof,user6,training_0206,single,3,user6,C,C,1,1,1.0,1,Squats,True
oof,user6,training_0207,single,2,user6,B,B,29,43,0.7931034482758621,3,Walking,True
oof,user6,training_0208,single,3,user6,A,A,1,2,1.0,1,Walking,True
oof,user6,training_0209,single,3,user6,B,C,1,1,1.0,1,Walking,False
oof,user6,training_0210,single,2,user6,A,A,15,36,0.4666666666666667,4,Drinking,True
oof,user6,training_0211,single,3,user6,D,A,1,1,1.0,1,Walking,False
oof,user6,training_0212,single,3,user6,C,B,2,3,0.5,2,Peeling fruit,False
oof,user6,training_0213,single,3,user6,B,B,1,1,1.0,1,Walking,True
oof,user6,training_0214,single,3,user6,A,A,2,2,1.0,1,Walking,True
oof,user6,training_0215,single,3,user6,D,C,1,1,1.0,1,Jumping jacks,False
oof,user6,training_0216,single,3,user6,D,A,1,2,1.0,1,Walking,False
oof,user6,training_0217,single,3,user6,D,C,2,2,0.5,2,Eating,False
oof,user6,training_0218,single,3,user6,D,A,1,2,1.0,1,Writing,False
oof,user6,training_0219,single,2,user6,C,D,6,24,0.5,3,Standing up,False
oof,user6,training_0220,single,3,user6,A,D,2,3,0.5,2,Stirring,False
oof,user6,training_0221,single,2,user6,A,D,19,37,0.42105263157894735,4,Squats,False
oof,user6,training_0222,single,3,user6,C,A,3,3,0.6666666666666666,2,Sitting down,False
oof,user6,training_0223,single,3,user6,A,D,2,2,0.5,2,Checking the time,False
oof,user6,training_0224,single,3,user6,D,A,2,2,0.5,2,Brushing teeth,False
oof,user6,training_0225,single,2,user6,C,D,12,28,0.4166666666666667,4,Stretching,False
oof,user6,training_0226,single,2,user6,D,D,24,44,0.4583333333333333,4,Sitting down,True
oof,user6,training_0227,single,3,user6,C,D,2,2,0.5,2,Eating,False
oof,user6,training_0228,single,3,user6,B,A,1,1,1.0,1,Stretching,False
oof,user6,training_0229,single,3,user6,A,C,1,2,1.0,1,Listening to the music with headphones,False
oof,user6,training_0230,single,3,user6,A,D,1,1,1.0,1,Walking,False
oof,user6,training_0231,single,3,user6,A,C,2,3,1.0,1,Listening to the music with headphones,False
oof,user6,training_0232,single,3,user6,C,D,1,1,1.0,1,Calling,False
oof,user6,training_0233,single,3,user6,A,B,1,1,1.0,1,Turning a page,False
oof,user6,training_0234,single,2,user6,C,C,22,38,0.4090909090909091,4,Sitting down,True
oof,user6,training_0235,single,2,user6,A,B,11,24,0.36363636363636365,4,Peeling fruit,False
oof,user6,training_0236,single,2,user6,B,B,19,35,0.5263157894736842,4,Pouring,True
oof,user6,training_0237,single,2,user6,B,D,10,24,0.4,4,Running,False
oof,user6,training_0238,single,3,user6,A,C,1,1,1.0,1,Walking,False
oof,user6,training_0239,single,3,user6,A,D,2,2,0.5,2,Listening to the music with headphones,False
oof,user6,training_0240,single,2,user6,A,C,13,28,0.3076923076923077,4,Typing on a keyboard,False
oof,user6,training_0241,single,3,user6,A,C,1,1,1.0,1,Peeling fruit,False
oof,user6,training_1002,multi,3,user6,D,CAD,2,3,0.5,2,Standing up|Calling|Walking,False
oof,user6,training_1003,multi,3,user6,BC,CA,3,3,0.3333333333333333,3,Walking|Eating,False
oof,user6,training_1004,multi,3,user6,D,D,2,3,0.5,2,Brushing teeth,True
oof,user6,training_1005,multi,3,user6,BD,B,1,1,1.0,1,Peeling fruit,False
oof,user6,training_1006,multi,2,user6,AB,D,7,33,0.42857142857142855,5,Massaging oneself,False
oof,user6,training_1007,multi,2,user6,C,C,4,29,0.5,2,Drinking,True
oof,user6,training_1008,multi,2,user6,D,D,7,30,0.2857142857142857,4,Stirring,True
oof,user6,training_1009,multi,3,user6,ABD,ADB,7,9,0.42857142857142855,5,Grabbing utensils|Stirring|Pouring,False
oof,user6,training_1010,multi,2,user6,AB,C,21,68,0.38095238095238093,9,Walking,False
oof,user6,training_1011,multi,3,user6,B,D,2,2,0.5,2,Jumping jacks,False
oof,user6,training_1012,multi,2,user6,B,AD,17,40,0.4117647058823529,6,Mopping|Sweeping,False
oof,user6,training_1013,multi,2,user6,B,C,3,26,0.6666666666666666,2,Brushing teeth,False
oof,user6,training_1014,multi,3,user6,D,BD,1,1,1.0,1,Taking medicine|Peeling fruit,False
oof,user6,training_1015,multi,3,user6,BD,DB,2,4,0.5,2,Peeling fruit|Walking,False
oof,user6,training_1016,multi,3,user6,A,CA,2,3,0.5,2,Sweeping|Walking,False
oof,user6,training_1017,multi,2,user6,ABC,B,20,57,0.4,8,Walking,False
oof,user6,training_1018,multi,3,user6,BD,BA,3,4,0.3333333333333333,3,Walking|Eating,False
oof,user6,training_1019,multi,2,user6,A,A,7,25,0.42857142857142855,3,Standing up,True
oof,user6,training_1020,multi,2,user6,CD,C,5,25,0.4,4,Peeling fruit,False
oof,user6,training_1021,multi,3,user6,ABC,BDC,5,5,0.4,4,Drinking|Walking|Peeling fruit,False
oof,user6,training_1022,multi,3,user6,CD,ACD,3,5,0.3333333333333333,3,Walking|Washing dishes|Drinking,False
oof,user6,training_1023,multi,3,user6,BD,AD,1,3,1.0,1,Washing face|Walking,False
oof,user6,training_1024,multi,3,user6,CD,D,5,6,0.2,5,Walking,False
oof,user6,training_1025,multi,3,user6,BD,AD,3,3,0.3333333333333333,3,Calling|Walking,False
oof,user6,training_1026,multi,3,user6,BD,AC,2,4,0.5,2,Peeling fruit|Walking,False
oof,user6,training_1027,multi,2,user6,C,C,10,24,0.5,4,Standing up,True
oof,user6,training_1028,multi,3,user6,D,D,1,1,1.0,1,Listening to the music with headphones,True
oof,user6,training_1029,multi,2,user6,B,B,6,29,0.5,3,Listening to the music with headphones,True
oof,user6,training_1030,multi,2,user6,AB,C,6,37,0.5,4,Peeling fruit,False
oof,user6,training_1031,multi,3,user6,A,BC,3,4,0.3333333333333333,3,Grabbing utensils|Walking,False
oof,user6,training_1032,multi,2,user6,C,D,3,25,0.3333333333333333,3,Lying down,False
oof,user6,training_1033,multi,3,user6,ACD,CAD,6,8,0.3333333333333333,4,Eating|Peeling fruit|Walking,False
oof,user6,training_1034,multi,2,user6,BD,DB,9,48,0.3333333333333333,5,Peeling fruit|Eating,False
oof,user6,training_1035,multi,3,user6,C,A,1,1,1.0,1,Wiping hands,False
oof,user6,training_1036,multi,2,user6,C,A,8,28,0.375,4,Standing up,False
oof,user6,training_1037,multi,2,user6,B,AB,13,28,0.23076923076923078,7,Taking medicine|Sitting down,False
oof,user6,training_1038,multi,2,user6,AD,D,6,25,0.5,4,Lunges,False
oof,user6,training_1039,multi,3,user6,BCD,BCD,1,1,1.0,1,Jumping jacks|Lying down|Lunges,True
oof,user6,training_1040,multi,2,user6,CD,C,7,22,0.2857142857142857,5,Lunges,False
oof,user6,training_1041,multi,2,user6,D,BC,5,19,0.6,3,Undressing|Watching TV,False
oof,user6,training_1042,multi,2,user6,B,B,3,21,0.6666666666666666,2,Eating,True
oof,user6,training_1043,multi,3,user6,A,C,1,1,1.0,1,Playing games,False
oof,user6,training_1044,multi,3,user6,CD,C,1,4,1.0,1,Sitting down,False
oof,user6,training_1045,multi,3,user6,A,AB,1,2,1.0,1,Sitting down|Writing,False
oof,user6,training_1046,multi,2,user6,AC,A,10,34,0.2,6,Sitting down,False
oof,user6,training_1047,multi,2,user6,BC,C,9,51,0.3333333333333333,5,Eating,False
oof,user6,training_1048,multi,2,user6,D,A,8,24,0.5,3,Squats,False
oof,user6,training_1049,multi,2,user6,ABD,B,8,44,0.25,7,Grabbing utensils,False
oof,user6,training_1050,multi,2,user6,AB,B,11,40,0.36363636363636365,5,Sitting down,False
oof,user6,training_1051,multi,3,user6,AD,C,3,3,0.3333333333333333,3,Listening to the music with headphones,False
oof,user6,training_1052,multi,2,user6,D,D,8,26,0.5,3,Sitting down,True
oof,user6,training_1820,combination,2,user6,A,A,1,1,1.0,1,"Combing hair, Wiping hands",True
oof,user6,training_1823,combination,2,user6,A,A,1,1,1.0,1,"Grabbing utensils, Peeling fruit",True
oof,user6,training_1832,combination,2,user6,C,C,1,1,1.0,1,"Walking, Wiping surface",True
oof,user6,training_2486,sequence,3,user6,BDAC,BDAC,1,12,1.0,1,Sweeping|Standing up|Walking|Mopping,True
oof,user6,training_2487,sequence,3,user6,DACB,CDAB,1,10,1.0,1,Walking|Sweeping|Squats|Mopping,False
oof,user6,training_2488,sequence,3,user6,DCAB,ADCB,1,10,1.0,1,Walking|Sweeping|Squats|Mopping,False
oof,user6,training_2914,emotion,3,user6,D,D,3,3,0.3333333333333333,3,Softly,True
oof,user6,training_2915,emotion,3,user6,C,B,8,8,0.375,4,Hurriedly,False
oof,user6,training_2916,emotion,3,user6,A,A,4,4,0.5,3,Hurriedly,True
oof,user6,training_2917,emotion,3,user6,B,B,3,3,0.3333333333333333,3,Slowly,True
oof,user6,training_2918,emotion,3,user6,D,C,3,4,0.3333333333333333,3,Slowly,False
oof,user6,training_2919,emotion,3,user6,A,C,4,4,0.5,3,Peacefully,False
oof,user6,training_2920,emotion,3,user6,D,B,7,7,0.42857142857142855,3,Calmly,False
oof,user6,training_2921,emotion,3,user6,C,C,8,8,0.375,3,Calmly,True
oof,user6,training_2922,emotion,3,user6,C,A,11,13,0.36363636363636365,4,Calmly,False
oof,user6,training_2923,emotion,3,user6,B,B,9,10,0.4444444444444444,4,Slowly,True
oof,user6,training_2924,emotion,3,user6,B,D,4,5,0.5,3,Slowly,False
oof,user6,training_2925,emotion,3,user6,B,A,4,4,0.5,3,Slowly,False
oof,user6,training_2926,emotion,3,user6,C,C,3,4,0.3333333333333333,3,Patiently,True
oof,user6,training_2927,emotion,3,user6,C,D,11,13,0.36363636363636365,4,Leisurely,False
oof,user6,training_2928,emotion,3,user6,C,A,3,5,0.3333333333333333,3,Patiently,False
oof,user6,training_2929,emotion,3,user6,C,C,6,6,0.3333333333333333,3,Leisurely,True
oof,user6,training_2930,emotion,3,user6,B,C,6,6,0.3333333333333333,3,Leisurely,False
oof,user6,training_2931,emotion,3,user6,A,C,6,6,0.3333333333333333,3,Leisurely,False
oof,user6,training_2932,emotion,3,user6,A,A,3,3,0.3333333333333333,3,Patiently,True
oof,user6,training_2933,emotion,3,user6,B,C,3,3,0.3333333333333333,3,Patiently,False
oof,user6,training_2934,emotion,3,user6,A,C,3,3,0.3333333333333333,3,Patiently,False
oof,user6,training_2935,emotion,3,user6,B,C,8,8,0.25,4,Gently,False
oof,user6,training_2936,emotion,3,user6,B,C,3,3,0.3333333333333333,3,Carefully,False
oof,user6,training_2937,emotion,3,user6,A,B,3,3,0.3333333333333333,3,Carefully,False
oof,user6,training_2938,emotion,3,user6,A,D,21,21,0.38095238095238093,4,Anxiously,False
oof,user6,training_2939,emotion,3,user6,C,B,15,15,0.4,3,Anxiously,False
oof,user6,training_2940,emotion,3,user6,C,C,16,17,0.4375,3,Anxiously,True
oof,user6,training_2941,emotion,3,user6,A,A,3,3,0.3333333333333333,3,Lazily,True
oof,user6,training_2942,emotion,3,user6,D,B,3,3,0.3333333333333333,3,Lazily,False
oof,user6,training_2943,emotion,3,user6,D,B,3,3,0.3333333333333333,3,Lazily,False
oof,user6,training_2944,emotion,3,user6,D,D,24,27,0.3333333333333333,3,Slowly,True
oof,user6,training_2945,emotion,3,user6,B,D,24,25,0.375,3,Slowly,False
oof,user6,training_2946,emotion,3,user6,A,D,23,25,0.391304347826087,3,Slowly,False
oof,user6,training_2947,emotion,3,user6,A,D,8,10,0.375,4,Calmly,False
oof,user6,training_2948,emotion,3,user6,C,B,6,6,0.5,3,Slowly,False
oof,user6,training_2949,emotion,3,user6,A,D,6,7,0.5,3,Slowly,False
oof,user6,training_2950,emotion,3,user6,A,C,6,7,0.3333333333333333,3,Steadily,False
oof,user6,training_2951,emotion,3,user6,A,C,7,7,0.42857142857142855,3,Leisurely,False
oof,user6,training_2952,emotion,3,user6,A,B,7,7,0.42857142857142855,3,Leisurely,False
oof,user6,training_2953,emotion,3,user6,B,B,3,3,0.3333333333333333,3,Casually,True
oof,user6,training_2954,emotion,3,user6,C,B,3,3,0.3333333333333333,3,Casually,False
oof,user6,training_2955,emotion,3,user6,B,D,3,3,0.3333333333333333,3,Casually,False
oof,user6,training_2956,emotion,3,user6,B,D,4,4,0.5,3,Steadily,False
oof,user6,training_2957,emotion,3,user6,B,A,5,5,0.4,3,Quickly,False
oof,user6,training_2958,emotion,3,user6,C,C,5,8,0.4,3,Quickly,True
oof,user6,training_2959,emotion,3,user6,D,A,8,10,0.375,4,Hurriedly,False
oof,user6,training_2960,emotion,3,user6,B,B,5,6,0.4,3,Steadily,True
oof,user6,training_2961,emotion,3,user6,B,A,5,5,0.4,3,Steadily,False
oof,user6,training_2962,emotion,3,user6,D,D,3,3,0.3333333333333333,3,Peacefully,True
oof,user6,training_2963,emotion,3,user6,B,C,3,3,0.3333333333333333,3,Peacefully,False
oof,user6,training_2964,emotion,3,user6,A,B,3,3,0.3333333333333333,3,Peacefully,False
oof,user6,training_3562,single,2,user6,B,A,26,79,0.38461538461538464,3,wiping a bowl,False
oof,user6,training_3563,single,2,user6,C,A,27,75,0.37037037037037035,3,mopping the floor,False
oof,user6,training_3564,single,3,user6,A,C,3,4,0.6666666666666666,2,using a smartphone,False
oof,user6,training_3571,single,3,user6,A,A,17,17,0.5294117647058824,3,sweeping the floor,True
oof,user6,training_3601,single,3,user6,A,A,1,3,1.0,1,wiping surfaces,True
oof,user6,training_3634,single,3,user6,B,C,4,7,0.5,3,using a remote,False
oof,user6,training_3650,single,3,user6,B,B,11,12,0.8181818181818182,2,brushing their teeth,True
oof,user6,training_3661,single,3,user6,B,A,3,3,0.6666666666666666,2,doing squats,False
oof,user6,training_3671,single,3,user6,B,B,11,12,0.7272727272727273,3,reading documents,True
oof,user6,training_3680,single,3,user6,A,C,5,8,0.6,2,opening the cabinet,False
oof,user6,training_3696,single,3,user6,C,C,6,8,0.6666666666666666,3,using a smartphone,True
oof,user6,training_3697,single,3,user6,A,A,4,6,0.75,2,using a smartphone,True
oof,user6,training_3698,single,3,user6,A,A,7,9,0.7142857142857143,3,using a smartphone,True
oof,user6,training_3736,single,3,user6,C,B,3,6,0.6666666666666666,2,using a remote,False
oof,user6,training_3737,single,3,user6,A,C,2,3,0.5,2,turning pages,False
oof,user6,training_3756,single,3,user6,A,A,12,13,0.75,2,combing their hair,True
oof,user6,training_3765,single,3,user6,A,A,2,4,0.5,2,doing jumping jacks,True
oof,user6,training_3784,single,3,user6,C,C,5,6,0.8,2,standing up,True
oof,user6,training_3804,single,3,user6,B,B,6,7,0.8333333333333334,2,sitting down,True
oof,user6,training_3814,single,3,user6,B,C,2,7,0.5,2,doing squats,False
oof,user6,training_3856,single,3,user6,C,C,4,7,0.5,3,taking their body temperature,True
oof,user6,training_3886,single,3,user6,A,C,2,4,0.5,2,writing,False
oof,user6,training_3951,single,3,user6,A,B,2,2,1.0,1,writing,False
oof,user6,training_3952,single,3,user6,B,A,5,5,0.4,3,reading documents,False
oof,user6,training_3962,single,3,user6,C,C,8,9,0.625,3,pouring a drink,True
oof,user6,training_3990,object_interaction,3,user6,B,C,18,21,0.6111111111111112,2,a phone,False
oof,user6,training_4009,object_interaction,3,user6,A,A,19,19,1.0,1,a documents,True
oof,user6,training_4037,object_interaction,3,user6,B,B,14,22,1.0,1,a phone,True
oof,user6,training_4073,object_interaction,3,user6,D,D,9,9,1.0,1,a cabinet,True
oof,user6,training_4095,object_interaction,3,user6,C,C,9,9,1.0,1,a glass,True
oof,user7,training_0242,single,3,user7,D,B,1,1,1.0,1,Turning a page,False
oof,user7,training_0243,single,3,user7,C,D,1,1,1.0,1,Drinking,False
oof,user7,training_0244,single,2,user7,C,B,16,30,0.5,4,Eating,False
oof,user7,training_0245,single,3,user7,D,D,1,1,1.0,1,Walking,True
oof,user7,training_0246,single,2,user7,B,B,10,29,0.7,2,Sitting down,True
oof,user7,training_0247,single,3,user7,D,D,1,1,1.0,1,Walking,True
oof,user7,training_0248,single,2,user7,B,B,12,28,0.5,4,Pouring,True
oof,user7,training_0249,single,3,user7,B,C,3,3,0.6666666666666666,2,Mopping,False
oof,user7,training_0250,single,2,user7,B,C,19,25,0.42105263157894735,4,Sitting down,False
oof,user7,training_0251,single,3,user7,D,A,2,2,0.5,2,Folding clothes,False
oof,user7,training_0252,single,3,user7,B,C,1,3,1.0,1,Reading,False
oof,user7,training_0253,single,3,user7,C,B,1,1,1.0,1,Walking,False
oof,user7,training_0254,single,3,user7,B,D,1,1,1.0,1,Checking the time,False
oof,user7,training_0255,single,3,user7,A,D,2,2,0.5,2,Folding clothes,False
oof,user7,training_0256,single,2,user7,A,A,7,20,0.2857142857142857,4,Stretching,True
oof,user7,training_0257,single,3,user7,D,D,3,3,1.0,1,Walking,True
oof,user7,training_0258,single,3,user7,A,B,1,2,1.0,1,Listening to the music with headphones,False
oof,user7,training_0259,single,2,user7,C,B,20,33,0.35,4,Squats,False
oof,user7,training_0260,single,2,user7,C,A,17,38,0.4117647058823529,4,Stirring,False
oof,user7,training_0262,single,3,user7,B,B,2,2,0.5,2,Walking,True
oof,user7,training_0263,single,3,user7,C,D,1,2,1.0,1,Brushing teeth,False
oof,user7,training_0264,single,2,user7,D,D,18,38,0.3333333333333333,4,Taking medicine,True
oof,user7,training_0265,single,3,user7,A,C,1,1,1.0,1,Calling,False
oof,user7,training_0266,single,2,user7,C,D,5,31,1.0,1,Checking the time,False
oof,user7,training_0267,single,2,user7,C,B,8,26,0.625,2,Standing up,False
oof,user7,training_0268,single,3,user7,C,A,1,1,1.0,1,Listening to the music with headphones,False
oof,user7,training_0269,single,2,user7,A,A,12,23,0.4166666666666667,4,Stirring,True
oof,user7,training_0270,single,2,user7,D,D,12,27,0.4166666666666667,3,Pouring,True
oof,user7,training_0271,single,2,user7,C,C,17,34,0.5882352941176471,4,Pouring,True
oof,user7,training_0272,single,2,user7,A,A,13,22,0.5384615384615384,4,Eating,True
oof,user7,training_0273,single,2,user7,A,B,12,26,0.4166666666666667,4,Undressing,False
oof,user7,training_0274,single,3,user7,D,D,1,1,1.0,1,Eating,True
oof,user7,training_0275,single,3,user7,D,B,1,3,1.0,1,Combing hair,False
oof,user7,training_0276,single,3,user7,D,A,1,1,1.0,1,Massaging oneself,False
oof,user7,training_0277,single,2,user7,D,A,6,20,0.5,3,Pouring,False
oof,user7,training_0278,single,2,user7,D,D,19,33,0.42105263157894735,4,Listening to the music with headphones,True
oof,user7,training_0279,single,3,user7,D,D,2,2,1.0,1,Listening to the music with headphones,True
oof,user7,training_0280,single,3,user7,C,D,2,3,0.5,2,Grabbing utensils,False
oof,user7,training_0281,single,3,user7,D,D,1,1,1.0,1,Sitting down,True
oof,user7,training_0283,single,2,user7,A,A,23,39,0.782608695652174,3,Walking,True
oof,user7,training_0284,single,2,user7,A,C,15,28,0.3333333333333333,4,Squats,False
oof,user7,training_0285,single,3,user7,D,A,1,1,1.0,1,Checking the time,False
oof,user7,training_0286,single,3,user7,D,B,1,1,1.0,1,Mopping,False
oof,user7,training_0287,single,3,user7,D,C,1,2,1.0,1,Listening to the music with headphones,False
oof,user7,training_0288,single,2,user7,C,D,30,44,0.7333333333333333,4,Walking,False
oof,user7,training_0289,single,3,user7,C,C,3,3,0.3333333333333333,3,Eating,True
oof,user7,training_1053,multi,2,user7,C,D,17,38,0.4117647058823529,6,Squats,False
oof,user7,training_1054,multi,3,user7,D,BC,2,3,0.5,2,Walking|Sitting down,False
oof,user7,training_1055,multi,2,user7,D,A,11,43,0.36363636363636365,5,Standing up,False
oof,user7,training_1056,multi,2,user7,C,D,2,18,0.5,2,Writing,False
oof,user7,training_1057,multi,3,user7,BD,AC,1,2,1.0,1,Mopping|Wiping surface,False
oof,user7,training_1058,multi,3,user7,AD,AB,1,3,1.0,1,Walking|Listening to the music with headphones,False
oof,user7,training_1059,multi,2,user7,C,D,13,33,0.3076923076923077,4,Standing up,False
oof,user7,training_1060,multi,2,user7,B,B,15,53,0.3333333333333333,5,Grabbing utensils,True
oof,user7,training_1061,multi,2,user7,D,A,8,38,0.5,2,Sitting down,False
oof,user7,training_1062,multi,2,user7,C,B,6,20,0.5,3,Brushing teeth,False
oof,user7,training_1063,multi,2,user7,BD,B,3,27,1.0,1,Wiping surface,False
oof,user7,training_1064,multi,3,user7,B,B,1,2,1.0,1,Sitting down,True
oof,user7,training_1065,multi,3,user7,ABD,AD,1,1,1.0,1,Mopping|Sweeping,False
oof,user7,training_1066,multi,2,user7,CD,D,5,20,0.6,3,Sweeping,False
oof,user7,training_1067,multi,3,user7,ACD,AD,2,3,1.0,1,Mopping|Sweeping,False
oof,user7,training_1068,multi,2,user7,AB,CB,29,65,0.3103448275862069,7,Wiping surface|Walking,False
oof,user7,training_1069,multi,3,user7,A,CD,2,3,0.5,2,Massaging oneself|Sitting down,False
oof,user7,training_1070,multi,3,user7,B,BC,2,2,0.5,2,Walking|Brushing teeth,False
oof,user7,training_1071,multi,3,user7,AB,A,1,1,1.0,1,Walking,False
oof,user7,training_1073,multi,3,user7,BD,BD,3,3,0.6666666666666666,2,Wiping surface|Walking,True
oof,user7,training_1074,multi,3,user7,BCD,CAD,5,5,0.2,5,Checking body temperature|Massaging oneself|Walking,False
oof,user7,training_1075,multi,2,user7,D,B,5,31,0.4,4,Getting dressed,False
oof,user7,training_1076,multi,3,user7,ABC,CBA,2,3,0.5,2,Reading|Checking the time|Typing on a keyboard,False
