split,fold,block_id,block_size,candidate_rank,candidate_score,candidate_pool,candidate_cardinality,is_selected
oof,0,f0b005,2,2595,-26.119137287395407,Eating||Jumping jacks||Lunges||Playing games||Pouring||Squats||Standing up||Stretching||Sweeping||Wiping surface,10,0
oof,0,f0b005,2,2596,-26.119137287395407,Eating||Jumping jacks||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Wiping surface,10,0
oof,0,f0b005,2,2597,-26.119137287395407,Eating||Jumping jacks||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Watching TV||Wiping surface,10,0
oof,0,f0b005,2,2598,-26.119137287395407,Eating||Listening to the music with headphones||Lunges||Pouring||Squats||Standing up||Stretching||Sweeping||Using a phone||Wiping surface,10,0
oof,0,f0b005,2,2599,-26.119137287395407,Eating||Listening to the music with headphones||Lunges||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Using a phone||Wiping surface,10,0
oof,0,f0b005,2,2600,-26.119137287395407,Eating||Listening to the music with headphones||Lunges||Pouring||Squats||Stretching||Sweeping||Using a phone||Watching TV||Wiping surface,10,0
oof,0,f0b005,2,2601,-26.119137287395407,Eating||Lunges||Playing games||Pouring||Squats||Standing up||Stretching||Sweeping||Using a phone||Wiping surface,10,0
oof,0,f0b005,2,2602,-26.119137287395407,Eating||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Using a phone||Wiping surface,10,0
oof,0,f0b005,2,2603,-26.119137287395407,Eating||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Using a phone||Watching TV||Wiping surface,10,0
oof,0,f0b005,2,2604,-26.127602575387034,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Standing up||Stirring||Stretching||Sweeping||Walking||Wiping surface,12,0
oof,0,f0b005,2,2605,-26.127602575387034,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stirring||Stretching||Sweeping||Taking a selfie||Walking||Wiping surface,12,0
oof,0,f0b005,2,2606,-26.127602575387034,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stirring||Stretching||Sweeping||Walking||Watching TV||Wiping surface,12,0
oof,0,f0b005,2,2607,-26.127602575387034,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Squats||Standing up||Stirring||Stretching||Sweeping||Walking||Wiping surface,12,0
oof,0,f0b005,2,2608,-26.127602575387034,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Squats||Stirring||Stretching||Sweeping||Taking a selfie||Walking||Wiping surface,12,0
oof,0,f0b005,2,2609,-26.127602575387034,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Squats||Stirring||Stretching||Sweeping||Walking||Watching TV||Wiping surface,12,0
oof,0,f0b005,2,2610,-26.127602575387034,Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Standing up||Stirring||Stretching||Sweeping||Using a phone||Walking||Wiping surface,12,0
oof,0,f0b005,2,2611,-26.127602575387034,Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stirring||Stretching||Sweeping||Taking a selfie||Using a phone||Walking||Wiping surface,12,0
oof,0,f0b005,2,2612,-26.127602575387034,Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stirring||Stretching||Sweeping||Using a phone||Walking||Watching TV||Wiping surface,12,0
oof,0,f0b005,2,2613,-26.155543825386943,Combing hair||Eating||Lunges||Playing games||Pouring||Squats||Standing up||Stretching||Sweeping||Walking||Washing dishes||Wiping surface,12,0
oof,0,f0b005,2,2614,-26.155543825386943,Combing hair||Eating||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Walking||Washing dishes||Wiping surface,12,0
oof,0,f0b005,2,2615,-26.155543825386943,Combing hair||Eating||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Walking||Washing dishes||Watching TV||Wiping surface,12,0
oof,0,f0b005,2,2616,-26.155543825386943,Eating||Jumping jacks||Lunges||Playing games||Pouring||Squats||Standing up||Stretching||Sweeping||Walking||Washing dishes||Wiping surface,12,0
oof,0,f0b005,2,2617,-26.155543825386943,Eating||Jumping jacks||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Walking||Washing dishes||Wiping surface,12,0
oof,0,f0b005,2,2618,-26.155543825386943,Eating||Jumping jacks||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Walking||Washing dishes||Watching TV||Wiping surface,12,0
oof,0,f0b005,2,2619,-26.155543825386943,Eating||Lunges||Playing games||Pouring||Squats||Standing up||Stretching||Sweeping||Using a phone||Walking||Washing dishes||Wiping surface,12,0
oof,0,f0b005,2,2620,-26.155543825386943,Eating||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Using a phone||Walking||Washing dishes||Wiping surface,12,0
oof,0,f0b005,2,2621,-26.155543825386943,Eating||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Using a phone||Walking||Washing dishes||Watching TV||Wiping surface,12,0
oof,0,f0b005,2,2622,-26.698174137703255,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Sweeping||Wiping surface,10,0
oof,0,f0b005,2,2623,-26.698174137703255,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Sweeping||Taking a selfie||Wiping surface,10,0
oof,0,f0b005,2,2624,-26.698174137703255,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Sweeping||Watching TV||Wiping surface,10,0
oof,0,f0b005,2,2625,-26.698174137703255,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Sweeping||Using a phone||Wiping surface,10,0
oof,0,f0b005,2,2626,-26.698174137703255,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Sweeping||Taking a selfie||Using a phone||Wiping surface,10,0
oof,0,f0b005,2,2627,-26.698174137703255,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Sweeping||Using a phone||Watching TV||Wiping surface,10,0
oof,0,f0b005,2,2628,-26.69817413770326,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Sweeping||Wiping surface,10,0
oof,0,f0b005,2,2629,-26.69817413770326,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Sweeping||Taking a selfie||Wiping surface,10,0
oof,0,f0b005,2,2630,-26.69817413770326,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Sweeping||Watching TV||Wiping surface,10,0
oof,0,f0b005,2,2631,-28.253603486051354,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Stirring||Stretching||Sweeping||Wiping surface,12,0
oof,0,f0b005,2,2632,-28.253603486051354,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stirring||Stretching||Sweeping||Taking a selfie||Wiping surface,12,0
oof,0,f0b005,2,2633,-28.253603486051354,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stirring||Stretching||Sweeping||Watching TV||Wiping surface,12,0
oof,0,f0b005,2,2634,-28.253603486051354,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Stirring||Stretching||Sweeping||Wiping surface,12,0
oof,0,f0b005,2,2635,-28.253603486051354,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stirring||Stretching||Sweeping||Taking a selfie||Wiping surface,12,0
oof,0,f0b005,2,2636,-28.253603486051354,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stirring||Stretching||Sweeping||Watching TV||Wiping surface,12,0
oof,0,f0b005,2,2637,-28.253603486051354,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Stirring||Stretching||Sweeping||Using a phone||Wiping surface,12,0
oof,0,f0b005,2,2638,-28.253603486051354,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stirring||Stretching||Sweeping||Taking a selfie||Using a phone||Wiping surface,12,0
oof,0,f0b005,2,2639,-28.253603486051354,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stirring||Stretching||Sweeping||Using a phone||Watching TV||Wiping surface,12,0
oof,0,f0b005,2,2640,-29.017494110408716,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Standing up||Stretching||Sweeping||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2641,-29.017494110408716,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Stretching||Sweeping||Taking a selfie||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2642,-29.017494110408716,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Stretching||Sweeping||Walking||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2643,-29.017494110408716,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Standing up||Stretching||Sweeping||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2644,-29.017494110408716,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Stretching||Sweeping||Taking a selfie||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2645,-29.017494110408716,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Stretching||Sweeping||Walking||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2646,-29.017494110408716,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Squats||Standing up||Stretching||Sweeping||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2647,-29.017494110408716,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Squats||Stretching||Sweeping||Taking a selfie||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2648,-29.017494110408716,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Squats||Stretching||Sweeping||Walking||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2649,-29.017494110408716,Eating||Listening to the music with headphones||Lunges||Playing games||Standing up||Stretching||Sweeping||Using a phone||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2650,-29.017494110408716,Eating||Listening to the music with headphones||Lunges||Playing games||Stretching||Sweeping||Taking a selfie||Using a phone||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2651,-29.017494110408716,Eating||Listening to the music with headphones||Lunges||Playing games||Stretching||Sweeping||Using a phone||Walking||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2652,-29.017494110408716,Eating||Listening to the music with headphones||Lunges||Squats||Standing up||Stretching||Sweeping||Using a phone||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2653,-29.017494110408716,Eating||Listening to the music with headphones||Lunges||Squats||Stretching||Sweeping||Taking a selfie||Using a phone||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2654,-29.017494110408716,Eating||Listening to the music with headphones||Lunges||Squats||Stretching||Sweeping||Using a phone||Walking||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2655,-29.01749411040872,Combing hair||Eating||Listening to the music with headphones||Lunges||Squats||Standing up||Stretching||Sweeping||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2656,-29.01749411040872,Combing hair||Eating||Listening to the music with headphones||Lunges||Squats||Stretching||Sweeping||Taking a selfie||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2657,-29.01749411040872,Combing hair||Eating||Listening to the music with headphones||Lunges||Squats||Stretching||Sweeping||Walking||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2658,-29.59653096071657,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Standing up||Sweeping||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2659,-29.59653096071657,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Sweeping||Taking a selfie||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2660,-29.59653096071657,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Sweeping||Walking||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2661,-29.59653096071657,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Squats||Standing up||Sweeping||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2662,-29.59653096071657,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Squats||Sweeping||Taking a selfie||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2663,-29.59653096071657,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Squats||Sweeping||Walking||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2664,-29.59653096071657,Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Standing up||Sweeping||Using a phone||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2665,-29.59653096071657,Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Sweeping||Taking a selfie||Using a phone||Walking||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2666,-29.59653096071657,Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Sweeping||Using a phone||Walking||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2667,-31.143495021073036,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Standing up||Stretching||Sweeping||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2668,-31.143495021073036,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Stretching||Sweeping||Taking a selfie||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2669,-31.143495021073036,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Stretching||Sweeping||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2670,-31.143495021073036,Combing hair||Eating||Listening to the music with headphones||Lunges||Pouring||Squats||Standing up||Stretching||Sweeping||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2671,-31.143495021073036,Combing hair||Eating||Listening to the music with headphones||Lunges||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2672,-31.143495021073036,Combing hair||Eating||Listening to the music with headphones||Lunges||Pouring||Squats||Stretching||Sweeping||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2673,-31.143495021073036,Combing hair||Eating||Lunges||Playing games||Pouring||Squats||Standing up||Stretching||Sweeping||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2674,-31.143495021073036,Combing hair||Eating||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2675,-31.143495021073036,Combing hair||Eating||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2676,-31.143495021073036,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Pouring||Squats||Standing up||Stretching||Sweeping||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2677,-31.143495021073036,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2678,-31.143495021073036,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Pouring||Squats||Stretching||Sweeping||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2679,-31.143495021073036,Eating||Jumping jacks||Lunges||Playing games||Pouring||Squats||Standing up||Stretching||Sweeping||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2680,-31.143495021073036,Eating||Jumping jacks||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2681,-31.143495021073036,Eating||Jumping jacks||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2682,-31.143495021073036,Eating||Listening to the music with headphones||Lunges||Pouring||Squats||Standing up||Stretching||Sweeping||Using a phone||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2683,-31.143495021073036,Eating||Listening to the music with headphones||Lunges||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Using a phone||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2684,-31.143495021073036,Eating||Listening to the music with headphones||Lunges||Pouring||Squats||Stretching||Sweeping||Using a phone||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2685,-31.143495021073036,Eating||Lunges||Playing games||Pouring||Squats||Standing up||Stretching||Sweeping||Using a phone||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2686,-31.143495021073036,Eating||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Using a phone||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2687,-31.143495021073036,Eating||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Using a phone||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2688,-31.143495021073043,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Standing up||Stretching||Sweeping||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2689,-31.143495021073043,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Stretching||Sweeping||Taking a selfie||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2690,-31.143495021073043,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Stretching||Sweeping||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2691,-31.143495021073043,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Standing up||Stretching||Sweeping||Using a phone||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2692,-31.143495021073043,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Stretching||Sweeping||Taking a selfie||Using a phone||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2693,-31.143495021073043,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Stretching||Sweeping||Using a phone||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2694,-31.15196030906467,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Standing up||Stirring||Stretching||Sweeping||Walking||Washing dishes||Wiping surface,13,0
oof,0,f0b005,2,2695,-31.15196030906467,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stirring||Stretching||Sweeping||Taking a selfie||Walking||Washing dishes||Wiping surface,13,0
oof,0,f0b005,2,2696,-31.15196030906467,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stirring||Stretching||Sweeping||Walking||Washing dishes||Watching TV||Wiping surface,13,0
oof,0,f0b005,2,2697,-31.15196030906467,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Squats||Standing up||Stirring||Stretching||Sweeping||Walking||Washing dishes||Wiping surface,13,0
oof,0,f0b005,2,2698,-31.15196030906467,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Squats||Stirring||Stretching||Sweeping||Taking a selfie||Walking||Washing dishes||Wiping surface,13,0
oof,0,f0b005,2,2699,-31.15196030906467,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Squats||Stirring||Stretching||Sweeping||Walking||Washing dishes||Watching TV||Wiping surface,13,0
oof,0,f0b005,2,2700,-31.15196030906467,Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Standing up||Stirring||Stretching||Sweeping||Using a phone||Walking||Washing dishes||Wiping surface,13,0
oof,0,f0b005,2,2701,-31.15196030906467,Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stirring||Stretching||Sweeping||Taking a selfie||Using a phone||Walking||Washing dishes||Wiping surface,13,0
oof,0,f0b005,2,2702,-31.15196030906467,Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stirring||Stretching||Sweeping||Using a phone||Walking||Washing dishes||Watching TV||Wiping surface,13,0
oof,0,f0b005,2,2703,-31.722531871380887,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Sweeping||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2704,-31.722531871380887,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Sweeping||Taking a selfie||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2705,-31.722531871380887,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Sweeping||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2706,-31.72253187138089,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Sweeping||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2707,-31.72253187138089,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Sweeping||Taking a selfie||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2708,-31.72253187138089,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Sweeping||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2709,-31.72253187138089,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Sweeping||Using a phone||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2710,-31.72253187138089,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Sweeping||Taking a selfie||Using a phone||Washing dishes||Wiping surface,11,0
oof,0,f0b005,2,2711,-31.72253187138089,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Sweeping||Using a phone||Washing dishes||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2712,-33.277961219728994,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Stirring||Stretching||Sweeping||Washing dishes||Wiping surface,13,0
oof,0,f0b005,2,2713,-33.277961219728994,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stirring||Stretching||Sweeping||Taking a selfie||Washing dishes||Wiping surface,13,0
oof,0,f0b005,2,2714,-33.277961219728994,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stirring||Stretching||Sweeping||Washing dishes||Watching TV||Wiping surface,13,0
oof,0,f0b005,2,2715,-33.277961219728994,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Stirring||Stretching||Sweeping||Washing dishes||Wiping surface,13,0
oof,0,f0b005,2,2716,-33.277961219728994,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stirring||Stretching||Sweeping||Taking a selfie||Washing dishes||Wiping surface,13,0
oof,0,f0b005,2,2717,-33.277961219728994,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stirring||Stretching||Sweeping||Washing dishes||Watching TV||Wiping surface,13,0
oof,0,f0b005,2,2718,-33.277961219728994,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Stirring||Stretching||Sweeping||Using a phone||Washing dishes||Wiping surface,13,0
oof,0,f0b005,2,2719,-33.277961219728994,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stirring||Stretching||Sweeping||Taking a selfie||Using a phone||Washing dishes||Wiping surface,13,0
oof,0,f0b005,2,2720,-33.277961219728994,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stirring||Stretching||Sweeping||Using a phone||Washing dishes||Watching TV||Wiping surface,13,0
oof,0,f0b005,2,2721,-35.99313637673109,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Standing up||Stretching||Sweeping||Walking||Wiping surface,11,0
oof,0,f0b005,2,2722,-35.99313637673109,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stretching||Sweeping||Taking a selfie||Walking||Wiping surface,11,0
oof,0,f0b005,2,2723,-35.99313637673109,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stretching||Sweeping||Walking||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2724,-35.99313637673109,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Squats||Standing up||Stretching||Sweeping||Walking||Wiping surface,11,0
oof,0,f0b005,2,2725,-35.99313637673109,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Squats||Stretching||Sweeping||Taking a selfie||Walking||Wiping surface,11,0
oof,0,f0b005,2,2726,-35.99313637673109,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Squats||Stretching||Sweeping||Walking||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2727,-35.99313637673109,Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Standing up||Stretching||Sweeping||Using a phone||Walking||Wiping surface,11,0
oof,0,f0b005,2,2728,-35.99313637673109,Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stretching||Sweeping||Taking a selfie||Using a phone||Walking||Wiping surface,11,0
oof,0,f0b005,2,2729,-35.99313637673109,Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stretching||Sweeping||Using a phone||Walking||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2730,-38.119137287395404,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Stretching||Sweeping||Wiping surface,11,0
oof,0,f0b005,2,2731,-38.119137287395404,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Wiping surface,11,0
oof,0,f0b005,2,2732,-38.119137287395404,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2733,-38.119137287395404,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Stretching||Sweeping||Wiping surface,11,0
oof,0,f0b005,2,2734,-38.119137287395404,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Wiping surface,11,0
oof,0,f0b005,2,2735,-38.119137287395404,Eating||Jumping jacks||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2736,-38.119137287395404,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Standing up||Stretching||Sweeping||Using a phone||Wiping surface,11,0
oof,0,f0b005,2,2737,-38.119137287395404,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Taking a selfie||Using a phone||Wiping surface,11,0
oof,0,f0b005,2,2738,-38.119137287395404,Eating||Listening to the music with headphones||Lunges||Playing games||Pouring||Squats||Stretching||Sweeping||Using a phone||Watching TV||Wiping surface,11,0
oof,0,f0b005,2,2739,-41.01749411040872,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Standing up||Stretching||Sweeping||Walking||Washing dishes||Wiping surface,12,0
oof,0,f0b005,2,2740,-41.01749411040872,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stretching||Sweeping||Taking a selfie||Walking||Washing dishes||Wiping surface,12,0
oof,0,f0b005,2,2741,-41.01749411040872,Combing hair||Eating||Listening to the music with headphones||Lunges||Playing games||Squats||Stretching||Sweeping||Walking||Washing dishes||Watching TV||Wiping surface,12,0
