split,fold,block_id,qa_id,user,trial_key,source,category,block_size,block_regime,action,action_identity,option_letters,action_in_this_multi_options,ground_truth_answer,champion_answer,best_x_answer,champion_multi_correct,ground_truth_pool_member,ground_truth_multi_member,champion_pool_member,champion_multi_member,pool_omission,false_negative_action,spurious_action,selected_session_pool,selected_pool_cardinality,selected_pool_score,best_pool_containing_action,best_pool_containing_action_rank,best_pool_containing_action_score,selected_minus_best_x_score,best_x_pool_cardinality,best_x_added_actions,best_x_removed_actions,displaced_action,best_x_multi_correct,best_x_would_change_question,napp,napp_frac,n_single,n_multi,n_comb,n_seq,forced,candidate_universe_size,block_question_count,co_max,co_mean,co_n,dense_skel_imu_probability_max,dense_skel_imu_probability_mean,dense_skel_imu_probability_topk,dense_skel_imu_probability_fraction,dense_skel_imu_logit_max,dense_dino_probability_max,pool_logodds,pool_probability,train_action_session_count,train_action_session_rate,sibling_count,sibling_gt_action_count,sibling_pred_multi_action_count,sibling_pred_action_count,sibling_pred_single_action_count,sibling_pred_combination_action_count,sibling_pred_sequence_action_count,harn_child_pred_support_count,harn_child_gt_support_count,parent_session_pool_support,block_conformance,block_intersection_size,candidate_pool_count,enumeration_status,skeleton_available,physical_features_available,imu_available,dense_logits_available,dino_video_available,dino_dense_available,action_oof_reliability_n,action_oof_precision_at_0p5,action_oof_brier
oof,0,f0b015,training_1265,user17,3-2,HAU,multi,3,triple,Sweeping,12_Sweep_the_floor,,0,B,B,,1,0,0,0,0,0,0,0,Eating||Grabbing utensils||Walking||Washing dishes,4,101.77586164053996,,,,,,,,,0,0,3.0,0.3333333333333333,1,0,2,0,0,20,9,0.14055214391765974,-1.707397958785877,2,0.0023115705282959554,5.960066084548949e-05,0.0014855442407246127,0.0,-5.393904685974121,3.616727826738497e-05,-6.0,0.0024726231566347743,17,0.08095238095238096,2,0,0,0,0,0,0,0,0,0,1,3,96,enumerated,0,1,0,1,1,1,75,1.0,0.0002126014816526473
oof,0,f0b015,training_1265,user17,3-2,HAU,multi,3,triple,Taking a selfie,27_Take_a_selfie,,0,B,B,B,1,0,0,0,0,0,0,0,Eating||Grabbing utensils||Walking||Washing dishes,4,101.77586164053996,Eating||Grabbing utensils||Taking a selfie||Walking||Washing dishes,5.0,89.77586164053996,12.0,5.0,Taking a selfie,,,1,0,1.0,0.1111111111111111,0,1,0,0,0,20,9,0.22393375285671055,-1.4557802315362196,2,3.987680325475854e-05,5.298410328042594e-07,1.3355918261684759e-05,0.0,-8.746381759643555,3.273544021567939e-08,-6.0,0.0024726231566347743,11,0.05238095238095238,2,0,0,0,0,0,0,0,0,0,1,3,96,enumerated,0,1,0,1,1,1,79,1.0,0.007192764961177915
oof,0,f0b015,training_1265,user17,3-2,HAU,multi,3,triple,Taking medicine,37_Take_medicine,,0,B,B,,1,0,0,0,0,0,0,0,Eating||Grabbing utensils||Walking||Washing dishes,4,101.77586164053996,,,,,,,,,0,0,1.0,0.1111111111111111,1,0,0,0,0,20,9,-0.9125977706736927,-2.336898943183628,2,8.563411912681269e-05,4.3171135747348596e-06,5.3938425738833535e-05,0.0,-8.267434120178223,0.023852120511167283,-6.0,0.0024726231566347743,21,0.1,2,0,0,0,0,0,0,0,0,0,1,3,96,enumerated,0,1,0,1,1,1,87,1.0,8.516359862366658e-05
oof,0,f0b015,training_1265,user17,3-2,HAU,multi,3,triple,Typing on a keyboard,17_Tap_the_keyboard,C,1,B,B,BC,1,0,0,0,0,0,0,0,Eating||Grabbing utensils||Walking||Washing dishes,4,101.77586164053996,Eating||Grabbing utensils||Typing on a keyboard||Walking||Washing dishes,6.0,89.77586164053996,12.0,5.0,Typing on a keyboard,,,0,1,3.0,0.3333333333333333,0,1,2,0,0,20,9,0.055394335577352655,-1.9182129812666369,2,5.9405187260251425e-05,2.2438997895193746e-06,3.1425373127885467e-05,0.0,-8.542253494262695,5.565822728418164e-07,-6.0,0.0024726231566347743,24,0.11428571428571428,2,0,0,0,0,0,0,0,0,0,1,3,96,enumerated,0,1,0,1,1,1,87,1.0,0.032701831334482075
oof,0,f0b015,training_1265,user17,3-2,HAU,multi,3,triple,Undressing,3_Take_off_clothes,,0,B,B,,1,0,0,0,0,0,0,0,Eating||Grabbing utensils||Walking||Washing dishes,4,101.77586164053996,,,,,,,,,0,0,1.0,0.1111111111111111,1,0,0,0,0,20,9,-1.2945323813716632,-2.169527409547543,2,3.152953981709418e-07,9.862065494371556e-09,1.7263882217280873e-07,0.0,-14.193208694458008,1.7551157276735854e-07,-6.0,0.0024726231566347743,10,0.047619047619047616,2,0,0,0,0,0,0,0,0,0,1,3,96,enumerated,0,1,0,1,1,1,75,1.0,0.0017173688791943741
oof,0,f0b015,training_1265,user17,3-2,HAU,multi,3,triple,Using a phone,24_Use_a_mobile_phone,,0,B,B,B,1,0,0,0,0,0,0,0,Eating||Grabbing utensils||Walking||Washing dishes,4,101.77586164053996,Eating||Grabbing utensils||Using a phone||Walking||Washing dishes,7.0,89.77586164053996,12.0,5.0,Using a phone,,,1,0,2.0,0.2222222222222222,0,0,2,0,0,20,9,0.2999798808457618,-1.4979284925792837,2,1.3153331971287635e-05,4.4799984875107525e-07,1.0664258356639166e-05,0.0,-9.853048324584961,3.473560202646045e-07,-6.0,0.0024726231566347743,13,0.06190476190476191,2,0,0,0,0,0,0,0,0,0,1,3,96,enumerated,0,1,0,1,1,1,77,1.0,0.0013396959989514469
oof,0,f0b015,training_1265,user17,3-2,HAU,multi,3,triple,Walking,36_Walk,B,1,B,B,B,1,1,1,1,1,0,0,0,Eating||Grabbing utensils||Walking||Washing dishes,4,101.77586164053996,Eating||Grabbing utensils||Walking||Washing dishes,1.0,101.77586164053996,0.0,4.0,,,,1,0,9.0,1.0,2,3,4,0,0,20,9,-0.6250002612425533,-0.6250002612425533,2,0.9999990292957849,0.162476797958464,0.9999266799007142,0.2066115702479339,0.0,0.9999852180480956,6.0,0.9975273768433653,109,0.5190476190476191,2,2,2,2,1,2,0,0,0,1,1,3,96,enumerated,0,1,0,1,1,1,109,1.0,0.0251980556306811
oof,0,f0b015,training_1265,user17,3-2,HAU,multi,3,triple,Washing dishes,14_Wipe_bowls,,0,B,B,B,1,1,0,1,0,0,0,0,Eating||Grabbing utensils||Walking||Washing dishes,4,101.77586164053996,Eating||Grabbing utensils||Walking||Washing dishes,1.0,101.77586164053996,0.0,4.0,,,,1,0,6.0,0.6666666666666666,1,1,4,0,0,20,9,-0.5723976639384654,-0.5723976639384654,2,0.5383130556770733,0.018173183043327993,0.36345412977819946,0.06140350877192982,-0.04406213015317917,0.021352520753030794,0.5125547482504327,0.6254051758751483,8,0.0380952380952381,2,2,1,2,1,1,0,0,0,1,1,3,96,enumerated,0,1,0,1,1,1,72,1.0,0.006571979602894542
oof,0,f0b015,training_1265,user17,3-2,HAU,multi,3,triple,Wiping hands,4_Wipe_hands,,0,B,B,,1,0,0,0,0,0,0,0,Eating||Grabbing utensils||Walking||Washing dishes,4,101.77586164053996,,,,,,,,,0,0,1.0,0.1111111111111111,1,0,0,0,0,20,9,-0.49724494155912086,-2.1054085041317143,2,0.0007087090904990742,3.268533878483059e-05,0.00047374710434475924,0.0,-6.417967319488525,0.0014713536459437038,-6.0,0.0024726231566347743,20,0.09523809523809523,2,0,0,0,0,0,0,0,0,0,1,3,96,enumerated,0,1,0,1,1,1,88,1.0,8.214845263634258e-05
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Brushing teeth,1_Brush_teeth,,0,BC,BC,,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,,,,,,,,,0,0,1.0,0.125,1,0,0,0,0,23,8,-3.295836866004329,-3.295836866004329,5,0.003104722493195108,7.885936493827345e-05,0.0013639171746410918,0.0,-4.788416385650635,6.852912000405402e-05,-6.0,0.0024726231566347743,13,0.06190476190476191,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,72,1.0,0.00012556536888406404
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Checking the time,20_Check_the_time,C,1,BC,BC,BC,1,1,1,1,1,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,1.0,91.55363004875858,0.0,8.0,,,,1,0,6.0,0.75,1,1,2,2,1,23,8,0.830657273164484,0.31265069677586094,5,0.43751265747206547,0.021883538463854643,0.16971841027834522,0.026785714285714284,-0.5558058023452759,0.5983054169586727,6.0,0.9975273768433653,31,0.14761904761904762,1,1,0,1,0,0,1,0,0,1,1,3,592,enumerated,0,1,0,1,1,1,87,0.9130434782608695,0.027766998533106796
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Combing hair,2_Comb_hair,,0,BC,BC,BC,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Combing hair||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,5.0,79.55363004875858,12.0,9.0,Combing hair,,,1,0,3.0,0.375,0,1,2,0,0,23,8,-0.4492526851406965,-2.344743025500276,5,0.0006435220711864531,2.9080052293656804e-05,0.0003083864958644729,0.0,-6.8974385261535645,3.0244120125644258e-05,-6.0,0.0024726231566347743,15,0.07142857142857142,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,76,1.0,0.0005470788226663514
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Eating,7_Eat_food,,0,BC,BC,BC,1,1,0,1,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,1.0,91.55363004875858,0.0,8.0,,,,1,0,4.0,0.5,0,0,4,0,0,23,8,0.9210413346327528,-0.18200967226205914,5,0.3360202759504318,0.015815847458440408,0.21387515931054582,0.017857142857142856,-0.5400402545928955,7.269962264087682e-05,0.3101066403708913,0.5769112906234763,38,0.18095238095238095,1,1,0,1,0,1,0,0,0,1,1,3,592,enumerated,0,1,0,1,1,1,100,1.0,0.06055449171058262
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Grabbing utensils,8_Take_and_use_tableware,,0,BC,BC,BC,1,1,0,1,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,1.0,91.55363004875858,0.0,8.0,,,,1,0,4.0,0.5,0,0,4,0,0,23,8,0.9976337801141367,0.20445565563044407,5,0.00200569346114727,0.00015312675080042797,0.0013063374247354975,0.0,-5.01585054397583,0.0012140134474196073,0.4706880472125377,0.6155465950047286,33,0.15714285714285714,1,1,0,1,0,1,0,0,0,1,1,3,592,enumerated,0,1,0,1,1,1,92,0.9,0.08285234962211456
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Lunges,35_Do_lunges,,0,BC,BC,BC,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Lunges||Pouring||Sitting down||Taking a selfie||Using a phone,10.0,75.68750383993506,15.866126208823516,8.0,Lunges,Walking,Walking,1,0,2.0,0.25,0,0,2,0,0,23,8,0.9988190356754373,-0.831659724178851,5,0.0022856613671007964,0.0001690986197673184,0.0014848101167114112,0.0,-5.49779748916626,0.002890144503908232,-5.248687239621816,0.005226947125122647,8,0.0380952380952381,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,72,1.0,0.0028617689994742176
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Lying down,33_Lie_down,,0,BC,BC,,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,,,,,,,,,0,0,1.0,0.125,1,0,0,0,0,23,8,1.340895180193017,-1.048807032966648,5,0.00010427414599689654,9.993315937874408e-06,6.173138969989805e-05,0.0,-8.082453727722168,0.00570652527468545,-6.0,0.0024726231566347743,11,0.05238095238095238,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,101,1.0,2.8771974121023397e-05
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Mopping,13_Mop_the_floor,,0,BC,BC,,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,,,,,,,,,0,0,1.0,0.125,1,0,0,0,0,23,8,0.6108864063289136,-1.4285267394344818,5,0.00016135456254622632,1.7059101126052208e-05,0.00011963786788158805,0.0,-7.767014503479004,0.0072502060460725,-6.0,0.0024726231566347743,17,0.08095238095238096,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,54,1.0,9.660501273701425e-06
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Peeling fruit,11_Peel_fruits,,0,BC,BC,BC,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Peeling fruit||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,3.0,81.56800728105486,9.985622767703717,9.0,Peeling fruit,,,1,0,2.0,0.25,0,0,2,0,0,23,8,0.5383909042907598,-1.2781397128145058,5,0.43158573337963646,0.018283709935659503,0.20162077806436446,0.03125,-0.55727219581604,0.015314343185829265,-4.992811383851857,0.006740811121536122,32,0.1523809523809524,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,95,1.0,0.02024805352556408
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Pouring,9_Pour_drinks,,0,BC,BC,BC,1,1,0,1,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,1.0,91.55363004875858,0.0,8.0,,,,1,0,4.0,0.5,0,0,2,2,1,23,8,0.05955883925359285,-0.4896431601091579,5,0.9281308225222997,0.07173507812814636,0.7089363159007066,0.13392857142857142,-0.02436956763267517,0.047849388876264644,5.851327646842148,0.9971321698975922,35,0.16666666666666666,1,1,0,1,0,0,1,0,0,1,1,3,592,enumerated,0,1,0,1,1,1,92,0.8928571428571429,0.014812644199477676
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Sitting down,34_Sit_down,,0,BC,BC,BC,1,1,0,1,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,1.0,91.55363004875858,0.0,8.0,,,,1,0,5.0,0.625,1,0,4,0,0,23,8,0.9844109485653422,0.22622943924463257,5,0.4215167728917939,0.007284357758090032,0.14400298890278668,0.026785714285714284,-0.2798539698123932,0.022488909773528576,4.706227817792529,0.9910421588279562,53,0.2523809523809524,1,1,0,1,1,0,0,0,0,1,1,3,592,enumerated,0,1,0,1,1,1,99,1.0,0.05698647377944199
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Squats,29_Do_squats,,0,BC,BC,,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,,,,,,,,,0,0,1.0,0.125,1,0,0,0,0,23,8,0.23319920630250077,-2.2813243681655138,5,0.0028025681219462834,0.0001432819350155508,0.0012113687833421169,0.0,-4.962545394897461,0.04364804471177714,-6.0,0.0024726231566347743,23,0.10952380952380952,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,85,1.0,0.0009132489204799509
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Stirring,10_Stir_drinks,,0,BC,BC,BC,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Stirring||Taking a selfie||Using a phone||Walking,2.0,81.57703889973794,9.976591149020635,9.0,Stirring,,,1,0,2.0,0.25,0,0,2,0,0,23,8,1.6411840195347098,-1.0818253693619788,5,0.009781245574621218,0.00038419107914924205,0.004364447391015432,0.0,-3.8668298721313477,0.029025434557947195,-4.9882955745103255,0.006771113593793805,33,0.15714285714285714,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,64,1.0,0.03541605315369219
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Sweeping,12_Sweep_the_floor,,0,BC,BC,BC,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Sweeping||Taking a selfie||Using a phone,9.0,78.872644192141,12.680985856617582,8.0,Sweeping,Walking,Walking,1,0,2.0,0.25,0,0,2,0,0,23,8,0.4102157108667622,0.15402894177434934,5,0.0021931382943876083,8.091335770856912e-05,0.0010660861576431509,0.0,-5.265194892883301,0.003746559369444315,-3.6561170635188414,0.025182104814901664,17,0.08095238095238096,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,75,1.0,0.0002126014816526473
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Taking a selfie,27_Take_a_selfie,B,1,BC,BC,BC,1,1,1,1,1,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,1.0,91.55363004875858,0.0,8.0,,,,1,0,4.0,0.5,0,2,0,2,1,23,8,0.6759188765997678,0.29801162996470915,5,0.017463480654571737,0.0014365651241581043,0.01247426425862767,0.0,-3.522775650024414,0.01026609180761235,6.0,0.9975273768433653,11,0.05238095238095238,1,1,1,1,0,0,1,0,0,1,1,3,592,enumerated,0,1,0,1,1,1,79,1.0,0.007192764961177915
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Turning a page,22_Turn_pages,A,1,BC,BC,,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,,,,,,,,,0,0,2.0,0.25,1,1,0,0,0,23,8,1.166999563713134,-1.0188168032993083,5,0.02260008095098393,0.0008998986668971064,0.010006709129197293,0.0,-3.343984365463257,0.00834773846768907,-5.476768975147173,0.0041653995643197005,19,0.09047619047619047,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,82,1.0,0.0002914361069073019
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Using a phone,24_Use_a_mobile_phone,,0,BC,BC,BC,1,1,0,1,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,1.0,91.55363004875858,0.0,8.0,,,,1,0,2.0,0.25,0,0,0,2,1,23,8,1.0114762000739035,0.5748347154007006,5,0.0035291101251329698,0.00019297509349180231,0.0017154415226605713,0.0,-5.476162433624268,0.08607173917282904,6.0,0.9975273768433653,13,0.06190476190476191,1,1,0,1,0,0,1,0,0,1,1,3,592,enumerated,0,1,0,1,1,1,77,1.0,0.0013396959989514469
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Walking,36_Walk,,0,BC,BC,BC,1,1,0,1,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,1.0,91.55363004875858,0.0,8.0,,,,1,0,2.0,0.25,0,0,2,0,0,23,8,0.3176077789489751,0.1591166048772494,5,0.9999899012701852,0.10921867143498881,0.9574806832016726,0.13259668508287292,-7.152555099310121e-07,0.9999933242797852,2.684375864789952,0.9360983800103423,109,0.5190476190476191,1,1,0,1,0,1,0,0,0,1,1,3,592,enumerated,0,1,0,1,1,1,109,1.0,0.0251980556306811
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Washing dishes,14_Wipe_bowls,,0,BC,BC,BC,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking||Washing dishes,6.0,79.55363004875858,12.0,9.0,Washing dishes,,,1,0,1.0,0.125,0,1,0,0,0,23,8,1.13235042829996,-2.040100589584981,5,0.009344991180114446,0.00022315641286821758,0.003977297457577296,0.0,-3.739008665084839,0.00010247670486153634,-6.0,0.0024726231566347743,8,0.0380952380952381,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,72,1.0,0.006571979602894542
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Washing face,0_Wash_face,D,1,BC,BC,BCD,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking||Washing face,7.0,79.55363004875858,12.0,9.0,Washing face,,,0,1,1.0,0.125,0,1,0,0,0,23,8,-3.044522437723423,-3.044522437723423,5,0.0008155216928571463,4.1890916462005725e-05,0.0004038992343079631,0.0,-5.855608940124512,0.0039901126625149375,-6.0,0.0024726231566347743,10,0.047619047619047616,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,88,1.0,0.0019180665863638114
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Watching TV,25_Watch_TV,,0,BC,BC,BC,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking||Watching TV,4.0,81.51452716487327,10.039102883885306,9.0,Watching TV,,,1,0,1.0,0.125,0,1,0,0,0,23,8,1.7683391950199565,-0.314867643880114,5,0.33485783210822506,0.01373440537362474,0.23424965721954188,0.03125,-0.6283378601074219,0.002750383257599814,-5.019551441942662,0.006564117547200638,4,0.01904761904761905,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,78,1.0,1.0174965786220131e-05
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Wiping hands,4_Wipe_hands,,0,BC,BC,BC,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Combing hair||Eating||Grabbing utensils||Pouring||Stirring||Taking a selfie||Using a phone||Walking||Wiping hands,128.0,48.164583264152874,43.3890467846057,10.0,Combing hair||Stirring||Wiping hands,Sitting down,Sitting down,1,0,3.0,0.375,1,0,2,0,0,23,8,0.09784102582460971,-2.2895326010051034,5,0.0005326100176067224,4.517037919860023e-05,0.00028452355799244187,0.0,-6.875544548034668,0.00021362617800540256,-6.0,0.0024726231566347743,20,0.09523809523809523,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,88,1.0,8.214845263634258e-05
oof,0,f0b016,training_1252,user17,1-2,HAU,multi,2,pair,Wiping surface,15_Wipe_windows_and_tables,,0,BC,BC,BC,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking||Wiping surface,8.0,79.55363004875858,12.0,9.0,Wiping surface,,,1,0,2.0,0.25,0,0,2,0,0,23,8,0.4441172625424435,-0.6707540389275681,5,0.006298489918533182,0.0003888586988302585,0.0024517528328777357,0.0,-3.6459736824035645,0.00026188521977538973,-6.0,0.0024726231566347743,14,0.06666666666666667,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,68,1.0,0.0023668571917329724
oof,0,f0b016,training_1253,user17,1-2,HAU,multi,2,pair,Brushing teeth,1_Brush_teeth,,0,D,D,,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,,,,,,,,,0,0,1.0,0.125,1,0,0,0,0,23,8,-3.295836866004329,-3.295836866004329,5,0.003104722493195108,7.885936493827345e-05,0.0013639171746410918,0.0,-4.788416385650635,3.7785607024229e-05,-6.0,0.0024726231566347743,13,0.06190476190476191,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,72,1.0,0.00012556536888406404
oof,0,f0b016,training_1253,user17,1-2,HAU,multi,2,pair,Checking the time,20_Check_the_time,,0,D,D,D,1,1,0,1,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,1.0,91.55363004875858,0.0,8.0,,,,1,0,6.0,0.75,1,1,2,2,1,23,8,0.830657273164484,0.31265069677586094,5,0.43751265747206547,0.021883538463854643,0.16971841027834522,0.026785714285714284,-0.5558058023452759,0.9376560705048698,6.0,0.9975273768433653,31,0.14761904761904762,1,1,1,1,1,1,1,0,0,1,1,3,592,enumerated,0,1,0,1,1,1,87,0.9130434782608695,0.027766998533106796
oof,0,f0b016,training_1253,user17,1-2,HAU,multi,2,pair,Combing hair,2_Comb_hair,C,1,D,D,CD,1,0,0,0,0,0,0,0,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,91.55363004875858,Checking the time||Combing hair||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,5.0,79.55363004875858,12.0,9.0,Combing hair,,,0,1,3.0,0.375,0,1,2,0,0,23,8,-0.4492526851406965,-2.344743025500276,5,0.0006435220711864531,2.9080052293656804e-05,0.0003083864958644729,0.0,-6.8974385261535645,7.985692381648082e-07,-6.0,0.0024726231566347743,15,0.07142857142857142,1,0,0,0,0,0,0,0,0,0,1,3,592,enumerated,0,1,0,1,1,1,76,1.0,0.0005470788226663514
