split,fold,block_id,block_indices,block_paths,block_size,block_regime,block_n_questions,block_universe_size,block_free_size,block_forced_actions,block_intersection_size,block_conformance,true_session_ids,true_block_pure,true_block_size,candidate_count,enumeration_status,selected_pool,selected_pool_cardinality,selected_pool_score,production_selected_pool,production_pool_match
oof,1,f1b022,"[189,190]","[""HAU/user24/7-2-1"",""HAU/user24/7-2-2""]",2,pair,8,24,19,Listening to the music with headphones||Reading||Sitting down||Turning a page||Walking,3,1,[22],1,2,1072,enumerated,Checking the time||Listening to the music with headphones||Reading||Sitting down||Turning a page||Typing on a keyboard||Walking,7,84.51041904078565,Checking the time||Listening to the music with headphones||Reading||Sitting down||Turning a page||Typing on a keyboard||Walking,1
oof,1,f1b023,"[191,192]","[""HAU/user24/2-1-2"",""HAU/user24/2-1-3""]",2,pair,6,16,16,,3,1,[23],1,2,168,enumerated,Drinking||Eating||Peeling fruit,3,84.06050488768393,Drinking||Eating||Peeling fruit,1
oof,1,f1b024,"[193,194,195]","[""HAU/user21/4-1-1"",""HAU/user21/4-1-2"",""HAU/user21/4-1-3""]",3,triple,12,21,17,Calling||Standing up||Using a phone||Walking,3,1,[24],1,3,64,enumerated,Calling||Standing up||Using a phone||Walking,4,87.5438422844203,Calling||Standing up||Using a phone||Walking,1
oof,1,f1b025,"[196,197]","[""HAU/user21/2-2-1"",""HAU/user21/2-2-2""]",2,pair,8,21,17,Checking the time||Reading||Standing up||Walking,3,1,[25],1,2,1056,enumerated,Checking the time||Reading||Standing up||Turning a page||Walking,5,98.15104198743694,Checking the time||Reading||Standing up||Turning a page||Walking,1
oof,1,f1b026,"[198,199,200]","[""HAU/user21/3-2-1"",""HAU/user21/3-2-2"",""HAU/user21/3-2-3""]",3,triple,12,25,20,Checking body temperature||Jumping jacks||Massaging oneself||Squats||Walking,3,1,[26],1,3,1792,enumerated,Checking body temperature||Jumping jacks||Massaging oneself||Squats||Walking,5,111.6824573133217,Checking body temperature||Jumping jacks||Massaging oneself||Squats||Walking,1
oof,1,f1b027,"[201,202,203]","[""HAU/user24/6-3-1"",""HAU/user24/6-3-2"",""HAU/user24/6-3-3""]",3,triple,9,20,20,,3,1,[27],1,3,220,enumerated,Squats||Standing up,2,113.40243448599588,Squats||Standing up,1
oof,1,f1b028,"[204,205]","[""HAU/user16/5-3-1"",""HAU/user16/5-3-2""]",2,pair,8,16,10,Checking the time||Grabbing utensils||Lying down||Playing games||Sitting down||Walking,3,1,[28],1,2,14,enumerated,Checking the time||Drinking||Grabbing utensils||Lying down||Playing games||Sitting down||Walking,7,47.27805573731176,Checking the time||Drinking||Grabbing utensils||Lying down||Playing games||Sitting down||Walking,1
oof,1,f1b029,"[206,207]","[""HAU/user1/2-2-2"",""HAU/user1/2-2-3""]",2,pair,8,16,12,Sitting down||Standing up||Typing on a keyboard||Walking,3,1,[29],1,2,4,enumerated,Sitting down||Standing up||Typing on a keyboard||Walking,4,72.0,Sitting down||Standing up||Typing on a keyboard||Walking,1
oof,1,f1b030,"[208,209]","[""HAU/user21/6-2-2"",""HAU/user21/6-2-3""]",2,pair,6,16,16,,3,1,[30],1,2,96,enumerated,Checking the time||Drinking||Walking,3,71.40292336117685,Checking the time||Drinking||Walking,1
oof,1,f1b031,"[210,211,212]","[""HAU/user1/4-1-1"",""HAU/user1/4-1-2"",""HAU/user1/4-1-3""]",3,triple,9,28,28,,3,1,[31],1,3,1,unsat_fallback,Drinking||Eating||Mopping||Peeling fruit||Pouring||Stirring||Washing dishes||Wiping surface,8,128.82553518548147,Drinking||Eating||Mopping||Peeling fruit||Pouring||Stirring||Washing dishes||Wiping surface,1
oof,1,f1b032,"[213,214,215]","[""HAU/user16/3-2-1"",""HAU/user16/3-2-2"",""HAU/user16/3-2-3""]",3,triple,9,21,21,,3,1,[32],1,3,632,enumerated,Drinking||Peeling fruit||Washing dishes,3,118.36282584268507,Drinking||Peeling fruit||Washing dishes,1
oof,1,f1b033,"[216,217]","[""HAU/user1/1-2-1"",""HAU/user1/1-2-2""]",2,pair,6,20,20,,3,1,[33],1,3,976,enumerated,Drinking||Eating||Grabbing utensils||Peeling fruit||Walking||Washing dishes,6,88.38596539270885,Drinking||Eating||Grabbing utensils||Peeling fruit||Walking||Washing dishes,1
oof,1,f1b034,[218],"[""HAU/user1/1-2-3""]",1,1-clip,3,11,11,,4,1,[33],1,3,120,enumerated,Eating||Grabbing utensils||Peeling fruit,3,39.29819087851247,Eating||Grabbing utensils||Peeling fruit,1
oof,1,f1b035,"[219,220,221]","[""HAU/user24/5-2-1"",""HAU/user24/5-2-2"",""HAU/user24/5-2-3""]",3,triple,9,20,20,,3,1,[34],1,3,264,enumerated,Checking body temperature||Taking medicine,2,112.09032935706475,Checking body temperature||Taking medicine,1
oof,1,f1b036,"[222,223,224]","[""HAU/user21/1-2-1"",""HAU/user21/1-2-3"",""HAU/user21/1-2-2""]",3,triple,9,23,23,,3,1,[35],1,3,1,unsat_fallback,Listening to the music with headphones||Using a phone||Walking,3,122.91069004345117,Listening to the music with headphones||Using a phone||Walking,1
oof,1,f1b037,"[225,226]","[""HAU/user16/1-2-2"",""HAU/user16/1-2-3""]",2,pair,6,20,20,,3,1,[36],1,2,96,enumerated,Drinking||Eating||Grabbing utensils||Peeling fruit||Pouring||Stirring,6,95.47021087028008,Drinking||Eating||Grabbing utensils||Peeling fruit||Pouring||Stirring,1
oof,1,f1b038,"[227,228,229]","[""HAU/user24/4-3-1"",""HAU/user24/4-3-2"",""HAU/user24/4-3-3""]",3,triple,9,20,20,,3,1,[37],1,3,295,enumerated,Massaging oneself||Playing games,2,116.55882098331827,Massaging oneself||Playing games,1
oof,1,f1b039,"[230,231,232]","[""HAU/user16/2-1-1"",""HAU/user16/2-1-2"",""HAU/user16/2-1-3""]",3,triple,9,20,20,,3,1,[38],1,3,168,enumerated,Grabbing utensils||Pouring||Stirring,3,119.73003958064277,Grabbing utensils||Pouring||Stirring,1
oof,1,f1b040,"[233,234,235]","[""HAU/user24/2-2-1"",""HAU/user24/2-2-2"",""HAU/user24/2-2-3""]",3,triple,9,19,19,,3,1,[39],1,3,121,enumerated,Lying down||Watching TV,2,100.3185290327384,Lying down||Watching TV,1
oof,1,f1b041,"[236,237]","[""HAU/user21/3-1-1"",""HAU/user21/3-1-2""]",2,pair,6,14,14,,3,1,[40],1,3,77,enumerated,Grabbing utensils||Peeling fruit,2,80.77200074247503,Grabbing utensils||Peeling fruit,1
oof,1,f1b042,[238],"[""HAU/user21/3-1-3""]",1,1-clip,3,9,9,,4,1,[40],1,3,29,enumerated,Grabbing utensils||Peeling fruit,2,47.20416828511337,Grabbing utensils||Peeling fruit,1
oof,1,f1b043,"[239,240,241]","[""HAU/user21/7-1-1"",""HAU/user21/7-1-2"",""HAU/user21/7-1-3""]",3,triple,9,23,23,,3,1,[41],1,3,1,unsat_fallback,Drinking||Eating||Grabbing utensils||Massaging oneself||Taking medicine,5,128.9848763834291,Drinking||Eating||Grabbing utensils||Massaging oneself||Taking medicine,1
oof,1,f1b044,"[242,243,244]","[""HAU/user1/6-1-2"",""HAU/user1/6-1-1"",""HAU/user1/6-1-3""]",3,triple,9,20,20,,3,1,[42],1,3,320,enumerated,Eating||Peeling fruit||Walking,3,116.38312897501092,Eating||Peeling fruit||Walking,1
oof,1,f1b045,"[245,246]","[""HAU/user1/6-2-1"",""HAU/user1/6-2-2""]",2,pair,8,20,14,Reading||Sitting down||Standing up||Sweeping||Turning a page||Walking,3,1,[43],1,2,432,enumerated,Reading||Sitting down||Standing up||Sweeping||Turning a page||Walking,6,70.9645679373362,Reading||Sitting down||Standing up||Sweeping||Turning a page||Walking,1
oof,1,f1b046,"[247,248,249]","[""HAU/user16/7-1-1"",""HAU/user16/7-1-2"",""HAU/user16/7-1-3""]",3,triple,9,21,21,,3,1,[44],1,3,442,enumerated,Massaging oneself||Sitting down,2,120.35973267433224,Massaging oneself||Sitting down,1
oof,1,f1b047,"[250,251,252]","[""HAU/user21/5-1-1"",""HAU/user21/5-1-2"",""HAU/user21/5-1-3""]",3,triple,9,21,21,,3,1,[45],1,3,416,enumerated,Taking a selfie||Walking,2,120.59185995425209,Taking a selfie||Walking,1
oof,1,f1b048,"[253,254,255]","[""HAU/user24/7-1-1"",""HAU/user24/7-1-2"",""HAU/user24/7-1-3""]",3,triple,12,24,20,Brushing teeth||Checking body temperature||Taking medicine||Washing face,3,1,[46],1,3,352,enumerated,Brushing teeth||Checking body temperature||Combing hair||Massaging oneself||Taking medicine||Washing face,6,99.48316993686421,Brushing teeth||Checking body temperature||Combing hair||Massaging oneself||Taking medicine||Washing face,1
oof,1,f1b049,"[256,257,258]","[""HAU/user24/4-1-1"",""HAU/user24/4-1-2"",""HAU/user24/4-1-3""]",3,triple,12,25,21,Folding clothes||Playing games||Sitting down||Using a phone,3,1,[47],1,3,1120,enumerated,Folding clothes||Playing games||Sitting down||Using a phone,4,123.45580084549117,Folding clothes||Playing games||Sitting down||Using a phone,1
oof,1,f1b050,"[259,260,261]","[""HAU/user16/6-2-1"",""HAU/user16/6-2-2"",""HAU/user16/6-2-3""]",3,triple,12,27,19,Checking body temperature||Checking the time||Drinking||Eating||Sweeping||Taking medicine||Using a phone||Wiping surface,3,1,[48],1,3,240,enumerated,Checking body temperature||Checking the time||Drinking||Eating||Sweeping||Taking medicine||Using a phone||Wiping surface,8,103.36157351008647,Checking body temperature||Checking the time||Drinking||Eating||Sweeping||Taking medicine||Using a phone||Wiping surface,1
oof,1,f1b051,"[262,263,264]","[""HAU/user21/5-2-1"",""HAU/user21/5-2-2"",""HAU/user21/5-2-3""]",3,triple,12,22,18,Listening to the music with headphones||Peeling fruit||Using a phone||Walking,3,1,[49],1,3,56,enumerated,Listening to the music with headphones||Peeling fruit||Sitting down||Using a phone||Walking,5,98.42009313104819,Listening to the music with headphones||Peeling fruit||Sitting down||Using a phone||Walking,1
oof,1,f1b052,"[265,266,267]","[""HAU/user16/5-1-1"",""HAU/user16/5-1-2"",""HAU/user16/5-1-3""]",3,triple,9,21,21,,3,1,[50],1,3,484,enumerated,Listening to the music with headphones||Sitting down||Using a phone,3,123.29455451539775,Listening to the music with headphones||Sitting down||Using a phone,1
oof,1,f1b053,"[268,269,270]","[""HAU/user24/1-1-1"",""HAU/user24/1-1-2"",""HAU/user24/1-1-3""]",3,triple,6,15,15,,3,1,[51],1,3,512,enumerated,Taking a selfie,1,86.61983686036305,Taking a selfie,1
oof,1,f1b054,"[271,272]","[""HAU/user16/2-2-2"",""HAU/user16/2-2-3""]",2,pair,6,16,16,,3,1,[52],1,2,280,enumerated,Combing hair||Wiping hands,2,94.06698004119534,Combing hair||Wiping hands,1
oof,1,f1b055,"[273,274,275]","[""HAU/user16/2-3-1"",""HAU/user16/2-3-2"",""HAU/user16/2-3-3""]",3,triple,9,20,20,,3,1,[53],1,3,604,enumerated,Grabbing utensils||Peeling fruit||Walking,3,109.19654352333558,Grabbing utensils||Peeling fruit||Walking,1
oof,1,f1b056,"[276,277,278]","[""HAU/user16/7-3-1"",""HAU/user16/7-3-2"",""HAU/user16/7-3-3""]",3,triple,12,22,18,Checking the time||Sitting down||Turning a page||Walking,3,1,[54],1,3,16,enumerated,Checking the time||Reading||Sitting down||Turning a page||Walking,5,102.34171887170064,Checking the time||Reading||Sitting down||Turning a page||Walking,1
oof,1,f1b057,"[279,280]","[""HAU/user21/6-1-1"",""HAU/user21/6-1-2""]",2,pair,6,16,16,,3,1,[55],1,2,220,enumerated,Checking body temperature||Getting dressed,2,89.44086489329274,Checking body temperature||Getting dressed,1
oof,1,f1b058,"[281,282,283]","[""HAU/user24/5-1-1"",""HAU/user24/5-1-2"",""HAU/user24/5-1-3""]",3,triple,12,23,18,Listening to the music with headphones||Sitting down||Standing up||Using a phone||Walking,3,1,[56],1,3,96,enumerated,Listening to the music with headphones||Sitting down||Standing up||Using a phone||Walking,5,97.88916633837916,Listening to the music with headphones||Sitting down||Standing up||Using a phone||Walking,1
oof,2,f2b000,"[127,128,129]","[""HAU/user7/5-1-1"",""HAU/user7/5-1-2"",""HAU/user7/5-1-3""]",3,triple,9,20,20,,3,1,[0],1,3,384,enumerated,Undressing||Watching TV,2,116.53914800332856,Undressing||Watching TV,1
oof,2,f2b001,"[130,131]","[""HAU/user7/6-1-1"",""HAU/user7/6-1-2""]",2,pair,8,18,14,Folding clothes||Getting dressed||Undressing||Walking,3,1,[1],1,2,80,enumerated,Folding clothes||Getting dressed||Undressing||Walking,4,84.0,Folding clothes||Getting dressed||Undressing||Walking,1
oof,2,f2b002,"[132,133,134]","[""HAU/user7/3-2-1"",""HAU/user7/3-2-2"",""HAU/user7/3-2-3""]",3,triple,9,24,24,,3,1,[2],1,3,1,unsat_fallback,Eating||Grabbing utensils||Walking||Washing dishes,4,135.05455516794822,Eating||Grabbing utensils||Walking||Washing dishes,1
oof,2,f2b003,"[135,136,137]","[""HAU/user20/6-1-1"",""HAU/user20/6-1-2"",""HAU/user20/6-1-3""]",3,triple,9,18,18,,3,1,[3],1,3,64,enumerated,Jumping jacks||Squats,2,95.2306503122325,Jumping jacks||Squats,1
oof,2,f2b004,"[138,139,140]","[""HAU/user8/4-2-1"",""HAU/user8/4-2-2"",""HAU/user8/4-2-3""]",3,triple,9,22,22,,3,1,[4],1,3,1392,enumerated,Peeling fruit||Pouring||Stirring||Walking,4,128.9229628250289,Peeling fruit||Pouring||Stirring||Walking,1
oof,2,f2b005,"[141,142]","[""HAU/user7/5-3-2"",""HAU/user7/5-3-3""]",2,pair,6,16,16,,3,1,[5],1,2,106,enumerated,Eating||Grabbing utensils||Sitting down||Walking,4,73.8421568166814,Eating||Grabbing utensils||Sitting down||Walking,1
oof,2,f2b006,"[143,144,145]","[""HAU/user7/2-2-1"",""HAU/user7/2-2-2"",""HAU/user7/2-2-3""]",3,triple,12,26,20,Eating||Jumping jacks||Lying down||Sitting down||Stirring||Wiping surface,3,1,[6],1,3,1152,enumerated,Eating||Jumping jacks||Lying down||Sitting down||Stirring||Wiping surface,6,112.45761048744997,Eating||Jumping jacks||Lying down||Sitting down||Stirring||Wiping surface,1
oof,2,f2b007,"[146,147,148]","[""HAU/user20/3-2-1"",""HAU/user20/3-2-2"",""HAU/user20/3-2-3""]",3,triple,9,22,22,,3,1,[7],1,3,240,enumerated,Mopping||Sweeping||Wiping surface,3,126.70839993042215,Mopping||Sweeping||Wiping surface,1
oof,2,f2b008,"[149,150]","[""HAU/user20/1-1-2"",""HAU/user20/1-1-3""]",2,pair,6,15,15,,3,1,[8],1,2,102,enumerated,Checking the time||Combing hair,2,72.78530883221937,Checking the time||Combing hair,1
oof,2,f2b009,"[151,152]","[""HAU/user18/4-1-2"",""HAU/user18/4-1-3""]",2,pair,8,18,13,Listening to the music with headphones||Reading||Sitting down||Turning a page||Writing,3,1,[9],1,2,16,enumerated,Listening to the music with headphones||Reading||Sitting down||Turning a page||Walking||Writing,6,71.53404634595196,Listening to the music with headphones||Reading||Sitting down||Turning a page||Walking||Writing,1
oof,2,f2b010,"[153,154]","[""HAU/user20/5-1-1"",""HAU/user20/5-1-2""]",2,pair,6,15,15,,3,1,[10],1,2,116,enumerated,Grabbing utensils||Pouring||Stirring||Typing on a keyboard,4,61.850418428549204,Grabbing utensils||Pouring||Stirring||Typing on a keyboard,1
oof,2,f2b011,"[155,156]","[""HAU/user20/7-1-1"",""HAU/user20/7-1-2""]",2,pair,6,22,22,,3,1,[11],1,3,544,enumerated,Drinking||Eating||Grabbing utensils||Massaging oneself||Peeling fruit||Pouring||Stirring||Taking medicine,8,120.39616282409199,Drinking||Eating||Grabbing utensils||Massaging oneself||Peeling fruit||Pouring||Stirring||Taking medicine,1
oof,2,f2b012,[157],"[""HAU/user20/7-1-3""]",1,1-clip,3,16,16,,4,1,[11],1,3,464,enumerated,Checking the time||Drinking||Eating||Grabbing utensils||Massaging oneself||Mopping||Peeling fruit||Pouring,8,31.988058872889322,Checking the time||Drinking||Eating||Grabbing utensils||Massaging oneself||Mopping||Peeling fruit||Pouring,1
oof,2,f2b013,"[158,159,160]","[""HAU/user8/7-1-2"",""HAU/user8/7-1-1"",""HAU/user8/7-1-3""]",3,triple,12,28,20,Brushing teeth||Checking body temperature||Combing hair||Massaging oneself||Taking medicine||Undressing||Washing face||Wiping hands,3,1,[12],1,3,896,enumerated,Brushing teeth||Checking body temperature||Combing hair||Getting dressed||Massaging oneself||Taking medicine||Undressing||Washing face||Wiping hands,9,114.79740187012689,Brushing teeth||Checking body temperature||Combing hair||Getting dressed||Massaging oneself||Taking medicine||Undressing||Washing face||Wiping hands,1
oof,2,f2b014,"[161,162,163]","[""HAU/user8/6-2-1"",""HAU/user8/6-2-2"",""HAU/user8/6-2-3""]",3,triple,12,33,26,Checking the time||Jumping jacks||Peeling fruit||Standing up||Stretching||Turning a page||Walking,3,1,[13],1,3,1,unsat_fallback,Checking the time||Drinking||Jumping jacks||Peeling fruit||Standing up||Stretching||Turning a page||Walking,8,120.30582270723427,Checking the time||Drinking||Jumping jacks||Peeling fruit||Standing up||Stretching||Turning a page||Walking,1
oof,2,f2b015,"[164,165,166]","[""HAU/user7/1-2-1"",""HAU/user7/1-2-2"",""HAU/user7/1-2-3""]",3,triple,12,29,23,Checking the time||Grabbing utensils||Pouring||Taking a selfie||Using a phone||Walking,3,1,[14],1,3,1024,enumerated,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,8,113.03414372940759,Checking the time||Eating||Grabbing utensils||Pouring||Sitting down||Taking a selfie||Using a phone||Walking,1
oof,2,f2b016,"[167,168]","[""HAU/user18/3-2-1"",""HAU/user18/3-2-2""]",2,pair,6,14,14,,3,1,[15],1,2,58,enumerated,Pouring||Stirring||Washing dishes,3,78.24702569529184,Pouring||Stirring||Washing dishes,1
oof,2,f2b017,"[169,170,171]","[""HAU/user18/5-1-1"",""HAU/user18/5-1-2"",""HAU/user18/5-1-3""]",3,triple,12,29,24,Lunges||Running||Standing up||Stretching||Typing on a keyboard,3,1,[16],1,3,1,unsat_fallback,Checking the time||Lunges||Running||Sitting down||Squats||Standing up||Stretching||Typing on a keyboard,8,117.0031256143373,Checking the time||Lunges||Running||Sitting down||Squats||Standing up||Stretching||Typing on a keyboard,1
oof,2,f2b018,"[172,173,174]","[""HAU/user18/6-1-1"",""HAU/user18/6-1-2"",""HAU/user18/6-1-3""]",3,triple,12,22,18,Getting dressed||Squats||Stretching||Undressing,3,1,[17],1,3,672,enumerated,Getting dressed||Squats||Stretching||Undressing,4,103.87078536684638,Getting dressed||Squats||Stretching||Undressing,1
oof,2,f2b019,"[175,176]","[""HAU/user18/3-1-2"",""HAU/user18/3-1-3""]",2,pair,6,15,15,,3,1,[18],1,2,106,enumerated,Mopping||Sweeping,2,84.07429160715898,Mopping||Sweeping,1
oof,2,f2b020,"[177,178,179]","[""HAU/user20/2-2-1"",""HAU/user20/2-2-2"",""HAU/user20/2-2-3""]",3,triple,12,22,17,Checking the time||Sitting down||Turning a page||Typing on a keyboard||Walking,3,1,[19],1,3,24,enumerated,Checking the time||Sitting down||Turning a page||Typing on a keyboard||Walking,5,96.26685873673183,Checking the time||Sitting down||Turning a page||Typing on a keyboard||Walking,1
oof,2,f2b021,"[180,181,182]","[""HAU/user7/1-1-1"",""HAU/user7/1-1-2"",""HAU/user7/1-1-3""]",3,triple,12,24,20,Brushing teeth||Combing hair||Getting dressed||Wiping hands,3,1,[20],1,3,384,enumerated,Brushing teeth||Combing hair||Getting dressed||Wiping hands,4,118.25856373248867,Brushing teeth||Combing hair||Getting dressed||Wiping hands,1
oof,2,f2b022,"[183,184,185]","[""HAU/user8/1-2-1"",""HAU/user8/1-2-2"",""HAU/user8/1-2-3""]",3,triple,12,21,15,Calling||Listening to the music with headphones||Reading||Sitting down||Taking a selfie||Walking,3,1,[21],1,3,16,enumerated,Calling||Listening to the music with headphones||Reading||Sitting down||Taking a selfie||Walking,6,88.87937463324373,Calling||Listening to the music with headphones||Reading||Sitting down||Taking a selfie||Walking,1
oof,2,f2b023,"[186,187,188]","[""HAU/user8/1-1-1"",""HAU/user8/1-1-2"",""HAU/user8/1-1-3""]",3,triple,9,21,21,,3,1,[22],1,3,908,enumerated,Brushing teeth||Wiping hands,2,125.00715121757122,Brushing teeth||Wiping hands,1
oof,2,f2b024,"[189,190,191]","[""HAU/user18/6-2-1"",""HAU/user18/6-2-2"",""HAU/user18/6-2-3""]",3,triple,12,25,17,Checking the time||Jumping jacks||Peeling fruit||Standing up||Stretching||Turning a page||Walking||Writing,3,1,[23],1,3,384,enumerated,Checking the time||Drinking||Jumping jacks||Listening to the music with headphones||Peeling fruit||Standing up||Stretching||Turning a page||Walking||Writing,10,78.04635227803716,Checking the time||Drinking||Jumping jacks||Listening to the music with headphones||Peeling fruit||Standing up||Stretching||Turning a page||Walking||Writing,1
oof,2,f2b025,"[192,193]","[""HAU/user18/2-1-1"",""HAU/user18/2-1-2""]",2,pair,8,16,12,Calling||Checking the time||Folding clothes||Listening to the music with headphones,3,1,[24],1,2,32,enumerated,Calling||Checking the time||Folding clothes||Listening to the music with headphones||Sitting down,5,59.53709507260635,Calling||Checking the time||Folding clothes||Listening to the music with headphones||Sitting down,1
oof,2,f2b026,"[194,195,196]","[""HAU/user8/2-2-1"",""HAU/user8/2-2-2"",""HAU/user8/2-2-3""]",3,triple,9,20,20,,3,1,[25],1,3,95,enumerated,Walking||Wiping surface,2,115.5458934968674,Walking||Wiping surface,1
oof,2,f2b027,"[197,198,199]","[""HAU/user7/7-1-1"",""HAU/user7/7-1-2"",""HAU/user7/7-1-3""]",3,triple,9,19,19,,3,1,[26],1,3,22,enumerated,Checking body temperature||Listening to the music with headphones||Sitting down,3,109.64038559198562,Checking body temperature||Listening to the music with headphones||Sitting down,1
oof,2,f2b028,"[200,201,202]","[""HAU/user7/4-1-1"",""HAU/user7/4-1-2"",""HAU/user7/4-1-3""]",3,triple,12,31,23,Checking body temperature||Checking the time||Reading||Sitting down||Squats||Standing up||Taking medicine||Walking,3,1,[27],1,3,1,unsat_fallback,Checking body temperature||Checking the time||Reading||Sitting down||Squats||Standing up||Stretching||Taking medicine||Typing on a keyboard||Walking,10,117.32125559557562,Checking body temperature||Checking the time||Reading||Sitting down||Squats||Standing up||Stretching||Taking medicine||Typing on a keyboard||Walking,1
oof,2,f2b029,"[203,204,205]","[""HAU/user8/6-1-1"",""HAU/user8/6-1-2"",""HAU/user8/6-1-3""]",3,triple,12,20,16,Getting dressed||Squats||Stretching||Undressing,3,1,[28],1,3,16,enumerated,Getting dressed||Squats||Stretching||Undressing,4,89.69318035578814,Getting dressed||Squats||Stretching||Undressing,1
oof,2,f2b030,"[206,207,208]","[""HAU/user7/3-1-1"",""HAU/user7/3-1-2"",""HAU/user7/3-1-3""]",3,triple,12,21,17,Mopping||Running||Stretching||Sweeping,3,1,[29],1,3,168,enumerated,Mopping||Running||Stretching||Sweeping,4,96.3190657360048,Mopping||Running||Stretching||Sweeping,1
oof,2,f2b031,"[209,210,211]","[""HAU/user18/4-2-1"",""HAU/user18/4-2-2"",""HAU/user18/4-2-3""]",3,triple,9,25,25,,3,1,[30],1,3,1,unsat_fallback,Peeling fruit||Pouring||Stirring||Walking,4,132.61894602612247,Peeling fruit||Pouring||Stirring||Walking,1
oof,2,f2b032,"[212,213,214]","[""HAU/user7/6-2-1"",""HAU/user7/6-2-2"",""HAU/user7/6-2-3""]",3,triple,6,15,15,,3,1,[31],1,3,744,enumerated,Listening to the music with headphones,1,83.02884088988588,Listening to the music with headphones,1
oof,2,f2b033,"[215,216]","[""HAU/user8/3-2-2"",""HAU/user8/3-2-3""]",2,pair,6,17,17,,3,1,[32],1,2,456,enumerated,Pouring||Stirring||Washing dishes,3,93.41310731450386,Pouring||Stirring||Washing dishes,1
oof,2,f2b034,"[217,218]","[""HAU/user7/5-2-1"",""HAU/user7/5-2-2""]",2,pair,6,15,15,,3,1,[33],1,2,62,enumerated,Drinking||Pouring||Stirring||Walking,4,68.64105988827234,Drinking||Pouring||Stirring||Walking,1
oof,2,f2b035,"[219,220,221]","[""HAU/user7/2-1-1"",""HAU/user7/2-1-2"",""HAU/user7/2-1-3""]",3,triple,9,20,20,,3,1,[34],1,3,400,enumerated,Grabbing utensils||Pouring||Stirring,3,117.84237273746788,Grabbing utensils||Pouring||Stirring,1
oof,2,f2b036,"[222,223,224]","[""HAU/user18/3-3-1"",""HAU/user18/3-3-2"",""HAU/user18/3-3-3""]",3,triple,9,19,19,,3,1,[35],1,3,44,enumerated,Sitting down||Walking||Wiping surface,3,101.05628855526464,Sitting down||Walking||Wiping surface,1
oof,2,f2b037,"[225,226]","[""HAU/user18/1-1-2"",""HAU/user18/1-1-3""]",2,pair,6,14,14,,3,1,[36],1,2,64,enumerated,Brushing teeth||Wiping hands,2,80.43258753340741,Brushing teeth||Wiping hands,1
oof,2,f2b038,"[227,228,229]","[""HAU/user20/7-2-1"",""HAU/user20/7-2-2"",""HAU/user20/7-2-3""]",3,triple,9,22,22,,3,1,[37],1,3,1324,enumerated,Taking a selfie||Walking,2,125.4041503097185,Taking a selfie||Walking,1
oof,2,f2b039,"[230,231]","[""HAU/user8/3-3-1"",""HAU/user8/3-3-2""]",2,pair,6,12,12,,3,1,[38],1,2,21,enumerated,Walking||Wiping surface,2,68.95365952663447,Walking||Wiping surface,1
oof,2,f2b040,"[232,233,234]","[""HAU/user7/7-2-1"",""HAU/user7/7-2-2"",""HAU/user7/7-2-3""]",3,triple,9,21,21,,3,1,[39],1,3,496,enumerated,Eating||Peeling fruit||Wiping hands,3,122.83692983108351,Eating||Peeling fruit||Wiping hands,1
oof,2,f2b041,"[235,236,237]","[""HAU/user20/6-2-1"",""HAU/user20/6-2-2"",""HAU/user20/6-2-3""]",3,triple,9,20,20,,3,1,[40],1,3,278,enumerated,Massaging oneself||Wiping hands,2,119.41056531874035,Massaging oneself||Wiping hands,1
oof,2,f2b042,"[238,239,240]","[""HAU/user18/7-2-1"",""HAU/user18/7-2-2"",""HAU/user18/7-2-3""]",3,triple,9,23,23,,3,1,[41],1,3,1,unsat_fallback,Checking body temperature||Eating||Grabbing utensils||Peeling fruit||Pouring||Stirring||Taking medicine,7,119.22086908263093,Checking body temperature||Eating||Grabbing utensils||Peeling fruit||Pouring||Stirring||Taking medicine,1
oof,2,f2b043,"[241,242,243]","[""HAU/user8/2-1-1"",""HAU/user8/2-1-2"",""HAU/user8/2-1-3""]",3,triple,12,22,17,Calling||Checking the time||Folding clothes||Listening to the music with headphones||Sitting down,3,1,[42],1,3,154,enumerated,Calling||Checking the time||Folding clothes||Listening to the music with headphones||Sitting down,5,93.0216847527403,Calling||Checking the time||Folding clothes||Listening to the music with headphones||Sitting down,1
oof,2,f2b044,"[244,245]","[""HAU/user20/4-2-2"",""HAU/user20/4-2-3""]",2,pair,8,17,13,Brushing teeth||Combing hair||Walking||Washing face,3,1,[43],1,2,120,enumerated,Brushing teeth||Combing hair||Walking||Washing face,4,69.77799345423344,Brushing teeth||Combing hair||Walking||Washing face,1
oof,2,f2b045,"[246,247]","[""HAU/user20/3-1-1"",""HAU/user20/3-1-2""]",2,pair,6,14,14,,3,1,[44],1,2,56,enumerated,Eating||Pouring||Stirring||Washing dishes,4,78.21869598371313,Eating||Pouring||Stirring||Washing dishes,1
oof,2,f2b046,"[248,249,250]","[""HAU/user8/3-1-1"",""HAU/user8/3-1-2"",""HAU/user8/3-1-3""]",3,triple,9,20,20,,3,1,[45],1,3,422,enumerated,Mopping||Sweeping,2,118.57488923348109,Mopping||Sweeping,1
